idLancar_Producao,Data,Codigo_do_Produto,Descricao,NF,Peso_KG,Volume_Produzido_Cx,Setor,Turno,Horas_Trabalhadas,Horas_Add,Responsavel
953,02/10/2019,5716,Bobina de 57mm por 16 metros ,0,96,623,23,CORTE DE BOBINAS,A,8:45,0,
954,02/10/2019,5780,Bobina de 57mm por 80 metros ,0,193,4,40,CORTE DE BOBINAS,A,8:45,0,
955,02/10/2019,57300,Bobina de 57mm por 300 metros ,0,73,184,16,CORTE DE BOBINAS,A,8:45,0,
956,02/10/2019,5740,Bobina de 57mm por 40 metros ,0,33,231,11,CORTE DE BOBINAS,A,8:45,0,
957,03/10/2019,5716,Bobina de 57mm por 16 metros ,0,130,231,31,CORTE DE BOBINAS,A,8:45,0,
958,03/10/2019,57100,Bobina de 57mm por 100 metros ,0,8,606,2,CORTE DE BOBINAS,A,8:45,0,
959,04/10/2019,5716,Bobina de 57mm por 16 metros ,0,147,035,35,CORTE DE BOBINAS,A,8:45,0,
960,04/10/2019,5750,Bobina de 57mm por 50 metros ,0,13,731,3,CORTE DE BOBINAS,A,8:45,0,
961,04/10/2019,57360,Bobina de 57mm por 360 metros ,0,151,116,28,CORTE DE BOBINAS,A,8:45,0,
962,07/10/2019,5716,Bobina de 57mm por 16 metros ,0,210,05,50,CORTE DE BOBINAS,A,8:45,0,
963,08/10/2019,5720,Bobina de 57mm por 20 metros ,0,53,22,20,CORTE DE BOBINAS,A,8:45,0,
964,08/10/2019,5716,Bobina de 57mm por 16 metros ,0,134,432,32,CORTE DE BOBINAS,A,8:45,0,
965,08/10/2019,5740,Bobina de 57mm por 40 metros ,0,27,189,9,CORTE DE BOBINAS,A,8:45,0,
966,09/10/2019,8040,Bobina de 80mm por 40 metros ,0,528,953,113,CORTE DE BOBINAS,A,8:45,0,
967,10/10/2019,8020,Bobina de 80mm por 20 metros ,0,103,488,21,CORTE DE BOBINAS,A,8:45,0,
968,10/10/2019,8040,Bobina de 80mm por 40 metros ,0,88,939,19,CORTE DE BOBINAS,A,8:45,0,
969,10/10/2019,5720,Bobina de 57mm por 20 metros ,0,29,271,11,CORTE DE BOBINAS,A,8:45,0,
970,10/10/2019,57300,Bobina de 57mm por 300 metros ,0,256,144,56,CORTE DE BOBINAS,A,8:45,0,
971,10/10/2019,5780,Bobina de 57mm por 80 metros ,0,82,195,17,CORTE DE BOBINAS,A,8:45,0,
972,10/10/2019,57100,Bobina de 57mm por 100 metros ,0,8,606,2,CORTE DE BOBINAS,A,8:45,0,
973,10/10/2019,5716,Bobina de 57mm por 16 metros ,0,8,402,2,CORTE DE BOBINAS,A,8:45,0,
974,02/09/2019,5716,Bobina de 57mm por 16 metros ,0,105,025,25,CORTE DE BOBINAS,A,8:45,0,
975,02/09/2019,57300,Bobina de 57mm por 300 metros ,0,73,184,16,CORTE DE BOBINAS,A,8:45,0,
976,02/09/2019,5750,Bobina de 57mm por 50 metros ,0,22,885,5,CORTE DE BOBINAS,A,8:45,0,
977,03/09/2019,5716,Bobina de 57mm por 16 metros ,0,63,015,15,CORTE DE BOBINAS,A,8:45,0,
978,03/09/2019,5750,Bobina de 57mm por 50 metros ,0,13,731,3,CORTE DE BOBINAS,A,8:45,0,
979,03/09/2019,57300,Bobina de 57mm por 300 metros ,0,50,314,11,CORTE DE BOBINAS,A,8:45,0,
980,03/09/2019,57360,Bobina de 57mm por 360 metros ,0,167,307,31,CORTE DE BOBINAS,A,8:45,0,
981,04/09/2019,57300,Bobina de 57mm por 300 metros ,0,192,108,42,CORTE DE BOBINAS,A,8:45,0,
982,04/09/2019,5716,Bobina de 57mm por 16 metros ,0,16,804,4,CORTE DE BOBINAS,A,8:45,0,
983,04/09/2019,8080,Bobina de 80mm por 80 metros ,0,84,48,15,CORTE DE BOBINAS,A,8:45,0,
