idLancar_Descartes,Data,Unidade_da_Caixa,Unidade_da_Tampa,KG_de_Embalagem,KG_de_Refugo,Resmas_de_Segunda_Linha,Setor,Turno,Responsavel
636,29/05/2020,0,0,0,68,5,2,6,CORTE DE A4,A,
637,26/05/2020,0,0,0,1,2,2,CORTE DE A4,B,
638,28/05/2020,0,0,0,2,6,1,CORTE DE A4,B,
651,06/01/2020,0,0,0,0,0,IMPRESSÃO,A,
652,06/01/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
653,06/01/2020,0,0,0,0,0,CORTE DE A4,A,
654,07/01/2020,0,0,0,0,0,IMPRESSÃO,A,
655,07/01/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
656,07/01/2020,0,0,0,0,0,CORTE DE A4,A,
657,08/01/2020,0,0,0,0,0,CORTE DE A4,A,
658,10/01/2020,0,0,0,0,0,IMPRESSÃO,A,
662,13/01/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
663,15/01/2020,0,0,0,0,0,IMPRESSÃO,A,
664,16/01/2020,0,0,0,0,0,IMPRESSÃO,A,
665,16/01/2020,0,0,0,0,0,CORTE DE A4,A,
666,17/01/2020,0,0,0,0,0,IMPRESSÃO,A,
667,17/01/2020,0,0,0,0,0,CORTE DE A4,A,
671,20/01/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
672,21/01/2020,0,0,0,0,0,IMPRESSÃO,A,
673,21/01/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
674,22/01/2020,0,0,0,0,0,IMPRESSÃO,A,
675,22/01/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
676,23/01/2020,0,0,0,0,0,IMPRESSÃO,A,
677,23/01/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
678,24/01/2020,0,0,0,0,0,IMPRESSÃO,A,
679,24/01/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
683,27/01/2020,0,0,0,0,0,IMPRESSÃO,A,
684,27/01/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
685,28/01/2020,0,0,0,0,0,IMPRESSÃO,A,
686,28/01/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
687,29/01/2020,0,0,0,0,0,IMPRESSÃO,A,
688,29/01/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
689,30/01/2020,0,0,0,0,0,IMPRESSÃO,A,
690,30/01/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
691,31/01/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
694,03/02/2020,0,0,0,0,0,IMPRESSÃO,A,
695,03/02/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
696,04/02/2020,0,0,0,0,0,IMPRESSÃO,A,
697,05/02/2020,0,0,0,0,0,IMPRESSÃO,A,
698,07/02/2020,0,0,0,0,0,IMPRESSÃO,A,
702,11/02/2020,0,0,0,0,0,IMPRESSÃO,A,
703,11/02/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
707,17/02/2020,0,0,0,0,0,IMPRESSÃO,A,
708,18/02/2020,0,0,0,0,0,IMPRESSÃO,A,
709,20/02/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
710,20/02/2020,0,0,0,0,0,CORTE DE A4,A,
711,21/02/2020,0,0,0,0,0,CORTE DE A4,A,
715,24/02/2020,0,0,0,0,0,IMPRESSÃO,A,
716,24/02/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
717,24/02/2020,0,0,0,0,0,CORTE DE A4,A,
718,25/02/2020,0,0,0,0,0,IMPRESSÃO,A,
719,26/02/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
723,04/03/2020,0,0,0,0,0,IMPRESSÃO,A,
724,04/03/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
725,06/03/2020,0,0,0,0,0,IMPRESSÃO,A,
729,09/03/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
730,10/03/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
731,11/03/2020,0,0,0,0,0,IMPRESSÃO,A,
732,11/03/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
733,12/03/2020,0,0,0,0,0,IMPRESSÃO,A,
734,12/03/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
735,13/03/2020,0,0,0,0,0,IMPRESSÃO,A,
739,16/03/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
740,17/03/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
741,18/03/2020,0,0,0,0,0,IMPRESSÃO,A,
742,18/03/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
743,19/03/2020,0,0,0,0,0,IMPRESSÃO,A,
744,19/03/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
745,20/03/2020,0,0,0,0,0,IMPRESSÃO,A,
746,20/03/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
747,20/03/2020,0,0,0,0,0,CORTE DE A4,A,
751,23/03/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
752,24/03/2020,0,0,0,0,0,IMPRESSÃO,A,
753,24/03/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
754,25/03/2020,0,0,0,0,0,IMPRESSÃO,A,
755,25/03/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
756,26/03/2020,0,0,0,0,0,IMPRESSÃO,A,
757,26/03/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
758,27/03/2020,0,0,0,0,0,IMPRESSÃO,A,
759,27/03/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
763,30/03/2020,0,0,0,0,0,IMPRESSÃO,A,
764,30/03/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
765,30/03/2020,0,0,0,0,0,CORTE DE A4,A,
766,31/03/2020,0,0,0,0,0,IMPRESSÃO,A,
767,31/03/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
768,01/04/2020,0,0,0,0,0,CORTE DE A4,A,
771,06/04/2020,0,0,0,0,0,IMPRESSÃO,A,
772,06/04/2020,0,0,0,0,0,CORTE DE A4,A,
773,07/04/2020,0,0,0,0,0,IMPRESSÃO,A,
774,09/04/2020,0,0,0,0,0,IMPRESSÃO,A,
775,09/04/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
785,20/04/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
789,22/04/2020,0,0,0,0,0,IMPRESSÃO,A,
790,24/04/2020,0,0,0,0,0,IMPRESSÃO,A,
794,27/04/2020,0,0,0,0,0,IMPRESSÃO,A,
795,30/04/2020,0,0,0,0,0,IMPRESSÃO,A,
802,04/05/2020,0,0,0,0,0,IMPRESSÃO,A,
803,06/05/2020,0,0,0,0,0,IMPRESSÃO,A,
804,08/05/2020,0,0,0,0,0,IMPRESSÃO,A,
808,12/05/2020,0,0,0,0,0,CORTE DE A4,A,
811,20/05/2020,0,0,0,0,0,IMPRESSÃO,A,
812,20/05/2020,0,0,0,0,0,CORTE DE BOBINAS,A,
813,21/05/2020,0,0,0,0,0,CORTE DE A4,A,
814,22/05/2020,0,0,0,0,0,CORTE DE A4,A,
818,25/05/2020,0,0,0,0,0,CORTE DE A4,A,
819,27/05/2020,0,0,0,0,0,CORTE DE A4,A,
823,01/06/2020,0,0,0,35,0,IMPRESSÃO,A,
824,01/06/2020,0,0,0,1,05,0,CORTE DE BOBINAS,A,
825,01/06/2020,0,0,0,13,1,7,0,1,CORTE DE A4,A,gustavo-lorenzi 17:03
826,02/06/2020,0,0,0,45,0,IMPRESSÃO,A,
827,02/06/2020,0,0,0,0,9,0,CORTE DE BOBINAS,A,
828,02/06/2020,0,0,0,5,5,0,3,CORTE DE A4,A,gustavo-lorenzi 17:03
829,03/06/2020,0,0,0,30,0,IMPRESSÃO,A,
830,03/06/2020,0,0,0,0,9,0,CORTE DE BOBINAS,A,
831,03/06/2020,0,0,0,27,2,5,0,3,CORTE DE A4,A,gustavo-lorenzi 17:03
832,04/06/2020,0,0,0,50,0,IMPRESSÃO,A,
833,04/06/2020,0,0,0,1,07,0,CORTE DE BOBINAS,A,
834,04/06/2020,0,0,0,3,5,0,9,CORTE DE A4,A,gustavo-lorenzi 17:04
835,05/06/2020,0,0,0,0,0,IMPRESSÃO,A,
836,05/06/2020,0,0,0,1,2,0,CORTE DE BOBINAS,A,
837,05/06/2020,0,0,0,9,4,1,4,CORTE DE A4,A,gustavo-lorenzi 17:04
838,08/06/2020,0,0,0,55,0,IMPRESSÃO,A,
839,08/06/2020,0,0,0,1,25,0,CORTE DE BOBINAS,A,
840,08/06/2020,0,0,0,16,3,4,0,3,CORTE DE A4,A,gustavo-lorenzi 17:04
841,09/06/2020,0,0,0,50,0,IMPRESSÃO,A,
842,09/06/2020,0,0,0,1,25,0,CORTE DE BOBINAS,A,
843,09/06/2020,0,0,0,5,3,0,CORTE DE A4,A,gustavo-lorenzi 17:04
844,10/06/2020,0,0,0,30,0,IMPRESSÃO,A,
845,10/06/2020,0,0,0,0,6,0,CORTE DE BOBINAS,A,
846,10/06/2020,0,0,0,3,3,4,0,2,CORTE DE A4,A,gustavo-lorenzi 17:04
850,12/06/2020,0,0,0,45,0,IMPRESSÃO,A,
851,12/06/2020,0,0,0,1,2,0,CORTE DE BOBINAS,A,
852,12/06/2020,0,0,0,25,2,0,1,CORTE DE A4,A,gustavo-lorenzi 17:04
853,15/06/2020,0,0,0,75,0,IMPRESSÃO,A,
854,15/06/2020,0,0,0,1,05,0,CORTE DE BOBINAS,A,
855,15/06/2020,0,0,0,35,8,0,8,CORTE DE A4,A,gustavo-lorenzi 17:04
856,16/06/2020,0,0,0,75,0,IMPRESSÃO,A,
857,16/06/2020,0,0,0,1,1,0,CORTE DE BOBINAS,A,
858,16/06/2020,0,0,0,16,3,23,0,2,CORTE DE A4,A,gustavo-lorenzi 17:05
859,17/06/2020,0,0,0,65,0,IMPRESSÃO,A,
860,17/06/2020,0,0,0,2,1,0,CORTE DE BOBINAS,A,
861,17/06/2020,0,0,0,25,10,0,3,CORTE DE A4,A,gustavo-lorenzi 17:05
862,18/06/2020,0,0,0,0,0,IMPRESSÃO,A,
863,18/06/2020,0,0,0,1,6,0,CORTE DE BOBINAS,A,
864,18/06/2020,0,0,0,15,6,0,CORTE DE A4,A,gustavo-lorenzi 17:05
865,19/06/2020,0,0,0,40,0,IMPRESSÃO,A,
866,19/06/2020,0,0,0,2,3,0,CORTE DE BOBINAS,A,
867,19/06/2020,0,0,0,16,4,1,CORTE DE A4,A,gustavo-lorenzi 17:05
868,22/06/2020,0,0,0,150,0,IMPRESSÃO,A,
869,22/06/2020,0,0,0,2,6,0,CORTE DE BOBINAS,A,
870,22/06/2020,0,0,0,3,8,8,0,9,CORTE DE A4,A,gustavo-lorenzi 17:05
871,23/06/2020,0,0,0,65,0,IMPRESSÃO,A,
872,23/06/2020,0,0,0,2,6,0,CORTE DE BOBINAS,A,
873,23/06/2020,0,0,0,9,6,1,CORTE DE A4,A,gustavo-lorenzi 17:05
874,24/06/2020,0,0,0,0,0,IMPRESSÃO,A,
875,24/06/2020,0,0,0,2,6,0,CORTE DE BOBINAS,A,
876,24/06/2020,0,0,0,715,11,1,CORTE DE A4,A,gustavo-lorenzi 17:05
877,25/06/2020,0,0,0,55,0,IMPRESSÃO,A,
878,25/06/2020,0,0,0,2,3,0,CORTE DE BOBINAS,A,
879,25/06/2020,0,0,0,85,16,0,9,CORTE DE A4,A,gustavo-lorenzi 17:05
880,26/06/2020,0,0,0,0,0,IMPRESSÃO,A,
881,26/06/2020,0,0,0,2,3,0,CORTE DE BOBINAS,A,
882,26/06/2020,0,0,1,5,6,0,5,CORTE DE A4,A,adm 16:12
883,29/06/2020,0,0,0,25,0,IMPRESSÃO,A,
884,29/06/2020,0,0,0,2,1,0,CORTE DE BOBINAS,A,
885,29/06/2020,0,0,2,168,5,0,CORTE DE A4,A,adm 16:12
886,30/06/2020,0,0,0,35,0,IMPRESSÃO,A,
887,30/06/2020,0,0,0,2,1,0,CORTE DE BOBINAS,A,
888,30/06/2020,0,0,0,0,0,CORTE DE A4,A,gustavo-lorenzi 17:05
889,01/07/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 08:43
890,01/07/2020,0,0,0,1,7,0,CORTE DE BOBINAS,A,gustavo-lorenzi 17:35
891,01/07/2020,0,0,0,0,0,CORTE DE A4,A,gustavo-lorenzi 09:29
892,02/07/2020,0,0,0,100,0,IMPRESSÃO,A,gustavo-lorenzi 08:43
893,02/07/2020,0,0,0,1,7,0,CORTE DE BOBINAS,A,gustavo-lorenzi 17:36
894,02/07/2020,0,0,2,9,0,5,CORTE DE A4,A,gustavo-lorenzi 09:38
895,03/07/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 08:44
896,03/07/2020,0,0,0,1,7,0,CORTE DE BOBINAS,A,gustavo-lorenzi 17:36
897,03/07/2020,0,0,1,10,1,CORTE DE A4,A,gustavo-lorenzi 09:38
898,06/07/2020,0,0,0,85,0,IMPRESSÃO,A,gustavo-lorenzi 08:44
899,06/07/2020,0,0,0,2,1,0,CORTE DE BOBINAS,A,gustavo-lorenzi 17:36
900,06/07/2020,0,0,0,1,10,1,CORTE DE A4,A,gustavo-lorenzi 10:20
901,07/07/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 08:44
902,07/07/2020,0,0,0,2,1,0,CORTE DE BOBINAS,A,gustavo-lorenzi 17:36
903,07/07/2020,0,0,0,0,0,CORTE DE A4,A,gustavo-lorenzi 10:20
904,08/07/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 08:44
905,08/07/2020,0,0,0,1,7,0,CORTE DE BOBINAS,A,gustavo-lorenzi 17:36
906,08/07/2020,0,0,0,0,0,CORTE DE A4,A,gustavo-lorenzi 10:21
907,09/07/2020,0,0,0,65,0,IMPRESSÃO,A,gustavo-lorenzi 08:44
908,09/07/2020,0,0,0,1,7,0,CORTE DE BOBINAS,A,gustavo-lorenzi 17:36
909,09/07/2020,0,0,0,3,10,1,CORTE DE A4,A,gustavo-lorenzi 10:21
910,10/07/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 08:44
911,10/07/2020,0,0,0,1,7,0,CORTE DE BOBINAS,A,gustavo-lorenzi 17:36
912,10/07/2020,0,0,0,2,9,2,CORTE DE A4,A,gustavo-lorenzi 10:21
913,13/07/2020,0,0,0,110,0,IMPRESSÃO,A,gustavo-lorenzi 08:44
914,13/07/2020,0,0,0,1,8,0,CORTE DE BOBINAS,A,gustavo-lorenzi 17:36
915,13/07/2020,0,0,0,3,7,1,CORTE DE A4,A,gustavo-lorenzi 10:21
916,14/07/2020,0,0,0,85,0,IMPRESSÃO,A,gustavo-lorenzi 08:44
917,14/07/2020,0,0,0,1,8,0,CORTE DE BOBINAS,A,gustavo-lorenzi 17:36
918,14/07/2020,0,0,0,7,12,0,9,CORTE DE A4,A,gustavo-lorenzi 10:23
919,15/07/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 08:44
920,15/07/2020,0,0,0,1,8,0,CORTE DE BOBINAS,A,gustavo-lorenzi 17:36
921,15/07/2020,0,0,0,3,10,1,8,CORTE DE A4,A,gustavo-lorenzi 10:24
922,16/07/2020,0,0,0,90,0,IMPRESSÃO,A,gustavo-lorenzi 08:44
923,16/07/2020,0,0,0,2,8,0,CORTE DE BOBINAS,A,gustavo-lorenzi 17:36
924,16/07/2020,0,0,0,25,12,0,4,CORTE DE A4,A,gustavo-lorenzi 10:24
925,17/07/2020,0,0,0,55,0,IMPRESSÃO,A,gustavo-lorenzi 08:44
926,17/07/2020,0,0,0,2,8,0,CORTE DE BOBINAS,A,gustavo-lorenzi 17:36
927,17/07/2020,0,0,0,2,7,4,1,4,CORTE DE A4,A,gustavo-lorenzi 10:24
928,20/07/2020,0,0,0,110,0,IMPRESSÃO,A,gustavo-lorenzi 08:44
929,20/07/2020,0,0,0,2,1,0,CORTE DE BOBINAS,A,gustavo-lorenzi 17:36
930,20/07/2020,0,0,0,0,0,CORTE DE A4,A,gustavo-lorenzi 10:24
931,21/07/2020,0,0,0,65,0,IMPRESSÃO,A,gustavo-lorenzi 08:44
932,21/07/2020,0,0,0,1,8,0,CORTE DE BOBINAS,A,gustavo-lorenzi 18:13
933,21/07/2020,0,0,0,3,9,2,5,CORTE DE A4,A,gustavo-lorenzi 18:23
934,22/07/2020,0,0,0,20,0,IMPRESSÃO,A,gustavo-lorenzi 18:05
935,22/07/2020,0,0,0,1,8,0,CORTE DE BOBINAS,A,gustavo-lorenzi 18:13
936,22/07/2020,0,0,0,25,10,0,7,CORTE DE A4,A,gustavo-lorenzi 18:23
937,23/07/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 11:03
938,23/07/2020,0,0,0,1,8,0,CORTE DE BOBINAS,A,gustavo-lorenzi 18:13
939,23/07/2020,0,0,0,45,20,0,8,CORTE DE A4,A,gustavo-lorenzi 18:23
940,24/07/2020,0,0,0,25,0,IMPRESSÃO,A,gustavo-lorenzi 11:03
941,24/07/2020,0,0,0,1,8,0,CORTE DE BOBINAS,A,gustavo-lorenzi 18:13
942,24/07/2020,0,0,0,3,6,1,CORTE DE A4,A,gustavo-lorenzi 15:46
946,28/07/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 11:03
947,28/07/2020,0,0,0,0,9,0,CORTE DE BOBINAS,A,gustavo-lorenzi 07:45
948,28/07/2020,0,0,0,4,15,1,CORTE DE A4,A,gustavo-lorenzi 15:46
949,29/07/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 08:36
950,29/07/2020,0,0,0,0,9,0,CORTE DE BOBINAS,A,gustavo-lorenzi 07:45
951,29/07/2020,0,0,0,3,12,3,CORTE DE A4,A,gustavo-lorenzi 15:46
952,30/07/2020,0,0,0,115,0,IMPRESSÃO,A,gustavo-lorenzi 08:36
953,30/07/2020,0,0,0,1,0,CORTE DE BOBINAS,A,gustavo-lorenzi 08:38
954,30/07/2020,0,0,0,1,6,0,4,CORTE DE A4,A,gustavo-lorenzi 07:45
955,31/07/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 08:36
956,31/07/2020,0,0,0,2,1,0,CORTE DE BOBINAS,A,gustavo-lorenzi 13:08
957,31/07/2020,1,0,0,1,10,0,6,CORTE DE A4,A,gustavo-lorenzi 13:14
1285,29/05/2020,0,0,1,1,2,1,CORTE DE A4,B,
1286,01/06/2020,0,0,0,5,6,0,6,CORTE DE A4,B,gustavo-lorenzi 17:06
1287,02/06/2020,0,0,0,2,7,0,CORTE DE A4,B,gustavo-lorenzi 17:06
1288,03/06/2020,0,0,0,1,8,1,CORTE DE A4,B,gustavo-lorenzi 17:06
1289,04/06/2020,0,0,0,2,6,0,7,CORTE DE A4,B,gustavo-lorenzi 17:06
1290,05/06/2020,0,0,0,8,4,1,CORTE DE A4,B,gustavo-lorenzi 17:06
1291,08/06/2020,0,0,0,2,4,1,CORTE DE A4,B,gustavo-lorenzi 17:06
1292,09/06/2020,0,0,0,5,2,0,CORTE DE A4,B,gustavo-lorenzi 17:06
1293,10/06/2020,0,0,0,3,6,1,CORTE DE A4,B,gustavo-lorenzi 17:06
1294,12/06/2020,0,0,0,3,3,5,0,5,CORTE DE A4,B,gustavo-lorenzi 17:06
1295,15/06/2020,0,0,0,3,0,CORTE DE A4,B,gustavo-lorenzi 17:06
1296,16/06/2020,0,0,0,1,6,1,CORTE DE A4,B,gustavo-lorenzi 17:06
1297,17/06/2020,0,0,0,3,5,0,CORTE DE A4,B,gustavo-lorenzi 17:06
1298,18/06/2020,0,0,0,15,6,0,CORTE DE A4,B,gustavo-lorenzi 17:06
1299,19/06/2020,0,0,0,16,4,9,1,CORTE DE A4,B,gustavo-lorenzi 17:06
1300,22/06/2020,0,0,0,5,18,0,6,CORTE DE A4,B,gustavo-lorenzi 17:06
1301,23/06/2020,0,0,0,7,10,2,CORTE DE A4,B,gustavo-lorenzi 17:06
1302,24/06/2020,0,0,0,6,18,3,CORTE DE A4,B,gustavo-lorenzi 17:07
1303,25/06/2020,0,0,0,6,12,1,1,CORTE DE A4,B,gustavo-lorenzi 17:07
1304,26/06/2020,0,0,0,8,9,1,CORTE DE A4,B,gustavo-lorenzi 17:07
1305,29/06/2020,0,0,0,4,4,0,5,CORTE DE A4,B,gustavo-lorenzi 17:07
1306,03/08/2020,0,0,0,165,0,IMPRESSÃO,A,gustavo-lorenzi 18:08
1307,03/08/2020,0,0,0,2,0,CORTE DE BOBINAS,A,gustavo-lorenzi 07:31
1308,03/08/2020,0,0,0,5,10,1,CORTE DE A4,A,gustavo-lorenzi 19:10
1309,04/08/2020,0,0,0,55,0,IMPRESSÃO,A,gustavo-lorenzi 18:08
1310,04/08/2020,0,0,0,3,5,0,CORTE DE BOBINAS,A,gustavo-lorenzi 07:31
1311,04/08/2020,0,0,0,18,12,0,8,CORTE DE A4,A,gustavo-lorenzi 19:10
1312,05/08/2020,0,0,0,20,0,IMPRESSÃO,A,gustavo-lorenzi 18:08
1313,05/08/2020,0,0,0,0,9,0,CORTE DE BOBINAS,A,gustavo-lorenzi 07:31
1314,05/08/2020,0,0,0,2,14,0,9,CORTE DE A4,A,gustavo-lorenzi 19:15
1315,06/08/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 18:03
1316,06/08/2020,0,0,0,1,5,0,CORTE DE BOBINAS,A,gustavo-lorenzi 18:00
1317,06/08/2020,0,0,0,5,16,2,CORTE DE A4,A,gustavo-lorenzi 18:24
1318,07/08/2020,0,0,0,30,0,IMPRESSÃO,A,gustavo-lorenzi 17:35
1319,07/08/2020,0,0,0,1,0,CORTE DE BOBINAS,A,gustavo-lorenzi 18:00
1320,07/08/2020,0,0,0,3,14,1,CORTE DE A4,A,gustavo-lorenzi 18:24
1321,10/08/2020,0,0,0,80,0,IMPRESSÃO,A,gustavo-lorenzi 17:35
1322,10/08/2020,0,0,0,1,05,0,CORTE DE BOBINAS,A,gustavo-lorenzi 17:31
1323,10/08/2020,0,0,0,2,14,2,CORTE DE A4,A,gustavo-lorenzi 18:27
1324,11/08/2020,0,0,0,45,0,IMPRESSÃO,A,gustavo-lorenzi 07:43
1325,11/08/2020,0,0,0,1,9,0,CORTE DE BOBINAS,A,gustavo-lorenzi 07:54
1326,11/08/2020,0,0,0,8,12,1,CORTE DE A4,A,gustavo-lorenzi 07:58
1327,12/08/2020,0,0,0,40,0,IMPRESSÃO,A,gustavo-lorenzi 07:43
1328,12/08/2020,0,0,0,1,8,0,CORTE DE BOBINAS,A,gustavo-lorenzi 07:54
1329,12/08/2020,0,0,0,7,15,2,CORTE DE A4,A,gustavo-lorenzi 08:02
1330,13/08/2020,0,0,0,65,0,IMPRESSÃO,A,gustavo-lorenzi 07:37
1331,13/08/2020,0,0,0,2,105,0,CORTE DE BOBINAS,A,gustavo-lorenzi 07:39
1332,13/08/2020,0,0,0,55,18,1,5,CORTE DE A4,A,gustavo-lorenzi 07:43
1333,14/08/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 07:37
1334,14/08/2020,0,0,0,2,1,0,CORTE DE BOBINAS,A,gustavo-lorenzi 07:34
1335,14/08/2020,0,0,0,35,14,1,CORTE DE A4,A,gustavo-lorenzi 07:43
1336,17/08/2020,0,0,0,55,0,IMPRESSÃO,A,gustavo-lorenzi 10:06
1337,17/08/2020,0,0,0,1,1,0,CORTE DE BOBINAS,A,gustavo-lorenzi 09:28
1338,17/08/2020,0,0,0,15,9,1,CORTE DE A4,A,gustavo-lorenzi 07:27
1339,18/08/2020,0,0,0,45,0,IMPRESSÃO,A,gustavo-lorenzi 10:06
1340,18/08/2020,0,0,0,1,6,0,CORTE DE BOBINAS,A,gustavo-lorenzi 09:28
1341,18/08/2020,0,1,0,65,12,2,CORTE DE A4,A,gustavo-lorenzi 09:51
1342,19/08/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 10:06
1343,19/08/2020,0,0,0,1,6,0,CORTE DE BOBINAS,A,gustavo-lorenzi 09:28
1344,19/08/2020,0,0,0,85,8,0,2,CORTE DE A4,A,gustavo-lorenzi 09:51
1345,20/08/2020,0,0,0,75,0,IMPRESSÃO,A,gustavo-lorenzi 10:07
1346,20/08/2020,0,0,0,0,9,0,CORTE DE BOBINAS,A,gustavo-lorenzi 09:28
1347,20/08/2020,0,0,0,5,10,1,CORTE DE A4,A,gustavo-lorenzi 09:51
1348,21/08/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 10:07
1349,21/08/2020,0,0,0,1,25,0,CORTE DE BOBINAS,A,gustavo-lorenzi 09:28
1350,21/08/2020,0,0,0,45,11,1,CORTE DE A4,A,gustavo-lorenzi 09:51
1351,24/08/2020,0,0,0,60,0,IMPRESSÃO,A,gustavo-lorenzi 10:07
1352,24/08/2020,0,0,0,1,25,0,CORTE DE BOBINAS,A,gustavo-lorenzi 09:28
1353,24/08/2020,0,0,0,5,13,2,CORTE DE A4,A,gustavo-lorenzi 09:51
1354,25/08/2020,0,0,0,195,0,IMPRESSÃO,A,gustavo-lorenzi 10:07
1355,25/08/2020,0,0,0,1,25,0,CORTE DE BOBINAS,A,gustavo-lorenzi 09:28
1356,25/08/2020,0,0,0,4,10,2,CORTE DE A4,A,gustavo-lorenzi 09:52
1357,26/08/2020,0,0,0,70,0,IMPRESSÃO,A,gustavo-lorenzi 10:07
1358,26/08/2020,0,0,0,6,8,0,CORTE DE BOBINAS,A,gustavo-lorenzi 09:28
1359,26/08/2020,0,0,1,15,2,CORTE DE A4,A,gustavo-lorenzi 09:52
1360,27/08/2020,0,0,0,55,0,IMPRESSÃO,A,gustavo-lorenzi 10:07
1361,27/08/2020,0,0,0,1,0,CORTE DE BOBINAS,A,gustavo-lorenzi 09:29
1362,27/08/2020,0,0,0,5,16,0,CORTE DE A4,A,gustavo-lorenzi 09:52
1363,28/08/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 10:07
1364,28/08/2020,0,0,0,1,0,CORTE DE BOBINAS,A,gustavo-lorenzi 09:29
1365,28/08/2020,1,0,1,2,26,8,4,CORTE DE A4,A,gustavo-lorenzi 09:52
1366,31/08/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 10:07
1367,31/08/2020,0,0,0,1,05,0,CORTE DE BOBINAS,A,gustavo-lorenzi 09:29
1368,31/08/2020,0,0,1,13,2,CORTE DE A4,A,gustavo-lorenzi 09:55
1369,31/08/2020,0,0,0,1,05,0,CORTE DE BOBINAS,A,gustavo-lorenzi 09:29
1370,01/09/2020,0,0,0,55,0,IMPRESSÃO,A,gustavo-lorenzi 17:11
1371,01/09/2020,0,0,0,2,0,CORTE DE BOBINAS,A,gustavo-lorenzi 16:52
1372,01/09/2020,0,0,0,7,20,0,CORTE DE A4,A,gustavo-lorenzi 09:27
1373,02/09/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 17:11
1374,02/09/2020,0,0,0,2,0,CORTE DE BOBINAS,A,gustavo-lorenzi 16:52
1375,02/09/2020,0,1,0,7,7,0,CORTE DE A4,A,gustavo-lorenzi 09:27
1376,03/09/2020,0,0,0,20,0,IMPRESSÃO,A,gustavo-lorenzi 17:11
1377,03/09/2020,0,0,0,2,0,CORTE DE BOBINAS,A,gustavo-lorenzi 16:52
1378,03/09/2020,0,0,0,7,8,1,CORTE DE A4,A,gustavo-lorenzi 09:28
1379,04/09/2020,0,0,0,0,0,IMPRESSÃO,A,gustavo-lorenzi 17:11
1380,04/09/2020,0,0,0,1,0,CORTE DE BOBINAS,A,gustavo-lorenzi 16:52
1381,04/09/2020,0,0,0,5,14,1,CORTE DE A4,A,gustavo-lorenzi 09:28
1382,08/09/2020,0,0,0,35,0,IMPRESSÃO,A,gustavo-lorenzi 17:11
