idLancar_Descartes,Data,Unidade_da_Caixa,Unidade_da_Tampa,KG_de_Embalagem,KG_de_Refugo,Resmas_de_Segunda_Linha,Setor,Turno,Responsavel
404,06/12/2019,0,0,0,5,9,0,CORTE DE A4,A,
405,09/12/2019,0,0,0,3,10,2,CORTE DE A4,A,
406,10/12/2019,0,0,0,4,14,1,CORTE DE A4,A,
407,11/12/2019,0,0,0,3,6,1,CORTE DE A4,A,
408,12/12/2019,0,0,0,5,22,2,CORTE DE A4,A,
409,13/12/2019,0,0,0,5,14,1,CORTE DE A4,A,
410,16/12/2019,0,0,0,3,14,1,CORTE DE A4,A,
411,17/12/2019,0,0,0,5,10,1,CORTE DE A4,A,
412,18/12/2019,0,0,0,3,9,0,CORTE DE A4,A,
413,19/12/2019,0,0,0,6,15,0,CORTE DE A4,A,
414,31/01/2020,0,0,0,175,0,IMPRESSÃO,A,
415,08/01/2020,0,0,0,120,0,IMPRESSÃO,A,
416,09/01/2020,0,0,0,185,0,IMPRESSÃO,A,
418,08/01/2020,0,0,0,3,0,CORTE DE BOBINAS,A,
419,09/01/2020,0,0,0,3,0,CORTE DE BOBINAS,A,
420,10/01/2020,0,0,0,2,0,CORTE DE BOBINAS,A,
421,20/01/2020,0,0,0,6,1,CORTE DE A4,A,
422,09/01/2020,0,0,1,7,6,1,CORTE DE A4,A,
423,10/01/2020,0,0,0,6,14,1,CORTE DE A4,A,
424,13/01/2020,0,0,0,150,0,IMPRESSÃO,A,
425,14/01/2020,0,0,0,150,0,IMPRESSÃO,A,
426,20/01/2020,0,0,0,45,0,IMPRESSÃO,A,
427,14/01/2020,0,0,0,2,0,CORTE DE BOBINAS,A,
428,15/01/2020,0,0,0,3,0,CORTE DE BOBINAS,A,
429,16/01/2020,0,0,0,2,0,CORTE DE BOBINAS,A,
430,17/01/2020,0,0,0,1,0,CORTE DE BOBINAS,A,
431,13/01/2020,0,0,0,5,8,1,CORTE DE A4,A,
432,14/01/2020,0,0,1,14,1,CORTE DE A4,A,
433,15/01/2020,0,0,0,4,10,1,CORTE DE A4,A,
434,20/01/2020,0,0,0,6,15,1,CORTE DE A4,A,
435,21/01/2020,0,0,1,2,10,1,CORTE DE A4,A,
436,22/01/2020,0,0,0,4,11,1,CORTE DE A4,A,
437,23/01/2020,0,0,0,3,10,1,CORTE DE A4,A,
438,24/01/2020,0,0,0,4,9,1,CORTE DE A4,A,
439,27/01/2020,0,0,0,2,14,0,CORTE DE A4,A,
440,28/01/2020,0,0,0,22,10,0,CORTE DE A4,A,
441,29/01/2020,0,0,0,4,11,1,CORTE DE A4,A,
442,30/01/2020,0,0,0,3,12,1,CORTE DE A4,A,
443,31/01/2020,0,0,0,3,11,1,CORTE DE A4,A,
445,06/02/2020,0,0,0,30,0,IMPRESSÃO,A,
446,10/02/2020,0,0,0,40,0,IMPRESSÃO,A,
447,04/02/2020,0,0,0,2,0,CORTE DE BOBINAS,A,
448,05/02/2020,0,0,0,2,0,CORTE DE BOBINAS,A,
449,06/02/2020,0,0,0,7,0,CORTE DE BOBINAS,A,
450,07/02/2020,0,0,0,4,0,CORTE DE BOBINAS,A,
451,10/02/2020,0,0,0,1,3,0,CORTE DE BOBINAS,A,
452,03/02/2020,0,0,0,4,6,0,CORTE DE A4,A,
453,04/02/2020,0,0,0,3,9,1,CORTE DE A4,A,
454,05/02/2020,0,0,0,2,12,1,CORTE DE A4,A,
455,06/02/2020,0,0,0,4,13,0,CORTE DE A4,A,
456,07/02/2020,0,0,0,2,7,0,CORTE DE A4,A,
457,10/02/2020,0,0,1,10,0,CORTE DE A4,A,
458,12/02/2020,0,0,0,35,0,IMPRESSÃO,A,
459,13/02/2020,0,0,0,95,0,IMPRESSÃO,A,
460,14/02/2020,0,0,0,25,0,IMPRESSÃO,A,
461,19/02/2020,0,0,0,50,0,IMPRESSÃO,A,
462,20/02/2020,0,0,0,45,0,IMPRESSÃO,A,
463,21/02/2020,0,0,0,50,0,IMPRESSÃO,A,
464,26/02/2020,0,0,0,45,0,IMPRESSÃO,A,
465,27/02/2020,0,0,0,55,0,IMPRESSÃO,A,
466,28/02/2020,0,0,0,34,0,IMPRESSÃO,A,
467,12/02/2020,0,0,0,1,5,0,CORTE DE BOBINAS,A,
468,13/02/2020,0,0,0,1,5,0,CORTE DE BOBINAS,A,
469,14/02/2020,0,0,0,4,5,0,CORTE DE BOBINAS,A,
470,17/02/2020,0,0,0,1,3,0,CORTE DE BOBINAS,A,
471,18/02/2020,0,0,0,0,7,0,CORTE DE BOBINAS,A,
472,19/02/2020,0,0,0,0,8,0,CORTE DE BOBINAS,A,
473,21/02/2020,0,0,0,4,7,0,CORTE DE BOBINAS,A,
474,25/02/2020,0,0,0,2,5,0,CORTE DE BOBINAS,A,
475,27/02/2020,0,0,0,6,0,CORTE DE BOBINAS,A,
476,28/02/2020,0,0,0,6,0,CORTE DE BOBINAS,A,
477,11/02/2020,0,0,1,8,0,CORTE DE A4,A,
478,12/02/2020,0,0,0,5,16,0,CORTE DE A4,A,
479,13/02/2020,0,0,0,45,20,0,CORTE DE A4,A,
480,14/02/2020,0,0,0,55,7,1,CORTE DE A4,A,
481,17/02/2020,0,0,0,3,6,0,CORTE DE A4,A,
482,18/02/2020,0,0,0,25,6,0,CORTE DE A4,A,
483,19/02/2020,0,0,0,22,10,0,CORTE DE A4,A,
484,25/02/2020,0,0,0,3,5,CORTE DE A4,A,
485,26/02/2020,0,0,0,2,5,CORTE DE A4,A,
486,27/02/2020,0,0,0,25,8,5,CORTE DE A4,A,
487,28/02/2020,0,0,0,9,4,0,CORTE DE A4,A,
488,02/03/2020,0,0,0,40,0,IMPRESSÃO,A,
489,03/03/2020,0,0,0,45,0,IMPRESSÃO,A,
490,05/03/2020,0,0,0,80,0,IMPRESSÃO,A,
491,09/03/2020,0,0,0,40,0,IMPRESSÃO,A,
492,10/03/2020,0,0,0,21,0,IMPRESSÃO,A,
493,02/03/2020,0,0,0,0,6,0,CORTE DE BOBINAS,A,
494,03/03/2020,0,0,0,0,7,0,CORTE DE BOBINAS,A,
495,05/03/2020,0,0,0,4,5,0,CORTE DE BOBINAS,A,
496,06/03/2020,0,0,0,5,5,0,CORTE DE BOBINAS,A,
498,03/03/2020,0,0,0,3,22,1,CORTE DE A4,A,
499,04/03/2020,0,0,0,4,12,1,CORTE DE A4,A,
500,05/03/2020,0,0,0,2,16,0,CORTE DE A4,A,
501,06/03/2020,0,0,0,4,11,4,CORTE DE A4,A,
502,09/03/2020,0,0,1,8,1,CORTE DE A4,A,
503,10/03/2020,0,0,0,5,14,1,CORTE DE A4,A,
504,16/03/2020,0,0,0,45,0,IMPRESSÃO,A,
505,17/03/2020,0,0,0,70,0,IMPRESSÃO,A,
506,13/03/2020,0,0,0,7,0,CORTE DE BOBINAS,A,
507,11/03/2020,0,0,0,5,17,0,CORTE DE A4,A,
508,12/03/2020,0,0,0,4,22,1,CORTE DE A4,A,
509,13/03/2020,0,0,0,3,0,1,CORTE DE A4,A,
510,16/03/2020,0,0,1,13,1,CORTE DE A4,A,
511,17/03/2020,0,0,0,6,16,1,CORTE DE A4,A,
512,18/03/2020,0,0,0,7,16,2,CORTE DE A4,A,
513,19/03/2020,0,0,0,5,7,0,CORTE DE A4,A,
514,23/03/2020,0,0,0,35,0,IMPRESSÃO,A,
515,23/03/2020,0,0,0,4,13,1,CORTE DE A4,A,
516,24/03/2020,0,0,0,2,9,2,CORTE DE A4,A,
517,25/03/2020,0,0,0,5,8,2,CORTE DE A4,A,
518,26/03/2020,0,0,1,7,1,CORTE DE A4,A,
519,27/03/2020,0,0,1,3,12,1,CORTE DE A4,A,
520,31/03/2020,0,0,1,1,8,0,CORTE DE A4,A,
521,02/04/2020,0,0,1,16,0,CORTE DE A4,A,
522,02/04/2020,0,0,0,0,0,0,A,
523,03/04/2020,0,0,2,5,15,2,CORTE DE A4,A,
527,01/04/2020,0,0,0,90,0,IMPRESSÃO,A,
528,02/04/2020,0,0,0,150,0,IMPRESSÃO,A,
529,03/04/2020,0,0,0,95,0,IMPRESSÃO,A,
530,08/04/2020,0,0,0,20,0,IMPRESSÃO,A,
531,01/04/2020,0,0,0,2,5,0,CORTE DE BOBINAS,A,
532,02/04/2020,0,0,0,2,5,0,CORTE DE BOBINAS,A,
533,03/04/2020,0,0,0,2,5,0,CORTE DE BOBINAS,A,
534,06/04/2020,0,0,0,2,0,CORTE DE BOBINAS,A,
535,07/04/2020,0,0,0,2,1,0,CORTE DE BOBINAS,A,
536,08/04/2020,0,0,0,2,1,0,CORTE DE BOBINAS,A,
537,06/042020,0,0,1,8,2,CORTE DE A4,A,
538,07/04/2020,0,0,0,42,7,1,CORTE DE A4,A,
539,08/04/2020,0,0,0,6,6,5,CORTE DE A4,A,
540,09/04/2020,0,0,0,9,5,0,CORTE DE A4,A,
541,13/04/2020,0,0,0,45,0,IMPRESSÃO,A,
542,14/04/2020,0,0,0,35,0,IMPRESSÃO,A,
543,15/04/2020,0,0,0,65,0,IMPRESSÃO,A,
544,16/04/2020,0,0,0,45,0,IMPRESSÃO,A,
545,17/04/2020,0,0,0,30,0,IMPRESSÃO,A,
546,20/04/2020,0,0,0,55,0,IMPRESSÃO,A,
547,13/04/2020,0,0,0,0,6,0,CORTE DE BOBINAS,A,
548,14/04/2020,0,0,0,0,6,0,CORTE DE BOBINAS,A,
549,15/04/2020,0,0,0,0,6,0,CORTE DE BOBINAS,A,
550,16/04/2020,0,0,0,0,6,0,CORTE DE BOBINAS,A,
551,17/04/2020,0,0,0,0,6,0,CORTE DE BOBINAS,A,
552,13/04/2020,0,0,0,6,5,1,CORTE DE A4,A,
553,14/04/2020,0,0,0,2,12,2,CORTE DE A4,A,
554,15/04/2020,0,0,0,1,6,0,CORTE DE A4,A,
555,16/04/2020,0,0,0,3,14,0,CORTE DE A4,A,
556,17/04/2020,0,0,0,18,12,2,CORTE DE A4,A,
557,20/04/2020,0,0,1,6,12,0,CORTE DE A4,A,
558,22/04/2020,0,0,0,0,5,0,CORTE DE BOBINAS,A,
559,23/04/2020,0,0,0,0,5,0,CORTE DE BOBINAS,A,
560,24/04/2020,0,0,0,0,5,0,CORTE DE BOBINAS,A,
561,27/04/2020,0,0,0,0,81,0,CORTE DE BOBINAS,A,
562,28/04/2020,0,0,0,0,81,0,CORTE DE BOBINAS,A,
563,29/04/2020,0,0,0,0,81,0,CORTE DE BOBINAS,A,
564,30/04/2020,0,0,0,0,81,0,CORTE DE BOBINAS,A,
565,23/04/2020,0,0,0,65,0,IMPRESSÃO,A,
566,28/04/2020,0,0,0,35,0,IMPRESSÃO,A,
567,29/04/2020,0,0,0,55,0,IMPRESSÃO,A,
568,22/04/2020,0,0,1,4,14,2,CORTE DE A4,A,
569,23/04/2020,0,0,1,2,18,2,CORTE DE A4,A,
570,24/04/2020,0,0,1,18,1,CORTE DE A4,A,
571,27/04/2020,0,0,0,8,12,8,1,CORTE DE A4,A,
572,29/04/2020,0,0,0,55,0,IMPRESSÃO,A,
573,05/05/2020,0,0,0,55,0,IMPRESSÃO,A,
574,07/05/2020,0,0,0,20,0,IMPRESSÃO,A,
575,07/05/2020,0,0,0,60,0,IMPRESSÃO,A,
576,04/05/2020,0,0,0,1,3,0,CORTE DE BOBINAS,A,
577,05/05/2020,0,0,0,1,3,0,CORTE DE BOBINAS,A,
578,06/05/2020,0,0,0,1,3,0,CORTE DE BOBINAS,A,
579,07/05/2020,0,0,0,1,3,0,CORTE DE BOBINAS,A,
580,08/05/2020,0,0,0,1,3,0,CORTE DE BOBINAS,A,
581,04/05/2020,0,0,1,6,0,CORTE DE A4,A,
582,05/05/2020,0,0,0,235,1,2,0,CORTE DE A4,A,
583,06/05/2020,0,0,0,3,6,3,CORTE DE A4,A,
584,08/05/2020,0,0,0,85,3,5,CORTE DE A4,A,
586,04/05/2020,0,0,1,2,5,6,CORTE DE A4,B,
587,28/04/2020,0,0,0,6,7,4,1,CORTE DE A4,A,
588,29/04/2020,0,0,0,8,12,6,0,CORTE DE A4,A,
589,30/04/2020,0,0,0,5,15,3,CORTE DE A4,A,
590,05/05/2020,0,0,0,6,4,6,CORTE DE A4,B,
591,06/05/2020,0,0,0,6,8,35,4,CORTE DE A4,B,
592,07/05/2020,0,0,0,3,2,5,6,CORTE DE A4,B,
593,08/05/2020,0,0,0,4,4,12,CORTE DE A4,B,
594,11/05/2020,0,0,0,1,4,0,CORTE DE BOBINAS,A,
595,12/05/2020,0,0,0,1,4,0,CORTE DE BOBINAS,A,
596,13/05/2020,0,0,0,1,4,0,CORTE DE BOBINAS,A,
597,14/05/2020,0,0,0,1,4,0,CORTE DE BOBINAS,A,
598,15/05/2020,0,0,0,1,4,0,CORTE DE BOBINAS,A,
599,18/05/2020,0,0,0,2,0,CORTE DE BOBINAS,A,
600,19/05/2020,0,0,0,2,0,CORTE DE BOBINAS,A,
601,11/05/2020,0,0,0,35,0,IMPRESSÃO,A,
602,12/05/2020,0,0,0,40,0,IMPRESSÃO,A,
603,13/05/2020,0,0,0,15,0,IMPRESSÃO,A,
604,14/05/2020,0,0,0,65,0,IMPRESSÃO,A,
605,15/05/2020,0,0,0,45,0,IMPRESSÃO,A,
606,15/05/2020,0,0,0,30,0,IMPRESSÃO,A,
607,18/05/2020,0,0,0,100,0,IMPRESSÃO,A,
608,19/05/2020,0,0,0,55,0,IMPRESSÃO,A,
609,11/05/2020,0,0,0,1,05,0,CORTE DE A4,A,
610,14/05/2020,0,0,0,7,2,025,0,CORTE DE A4,A,
611,15/05/2020,0,0,0,2,3,2,7,CORTE DE A4,A,
612,18/05/2020,0,0,0,38,4,35,3,CORTE DE A4,A,
613,19/05/2020,0,0,0,64,2,4,3,CORTE DE A4,A,
614,20/05/2020,0,0,0,65,20,6,1,CORTE DE A4,A,
615,13/05/2020,0,0,0,3,9,8,CORTE DE A4,B,
616,14/05/2020,0,0,0,4,7,3,CORTE DE A4,B,
617,15/05/2020,0,0,0,4,5,5,CORTE DE A4,B,
620,21/05/2020,0,0,0,1,0,CORTE DE BOBINAS,A,
621,22/05/2020,0,0,0,1,0,CORTE DE BOBINAS,A,
622,25/05/2020,0,0,0,1,3,0,CORTE DE BOBINAS,A,
623,26/05/2020,0,0,0,1,3,0,CORTE DE BOBINAS,A,
624,27/05/2020,0,0,0,1,3,0,CORTE DE BOBINAS,A,
625,28/05/2020,0,0,0,1,3,0,CORTE DE BOBINAS,A,
626,29/05/2020,0,0,0,1,3,0,CORTE DE BOBINAS,A,
627,21/05/2020,0,0,0,40,0,IMPRESSÃO,A,
628,22/05/2020,0,0,0,15,0,IMPRESSÃO,A,
629,25/05/2020,0,0,0,25,0,IMPRESSÃO,A,
630,25/05/2020,0,0,0,40,0,IMPRESSÃO,A,
631,26/05/2020,0,0,0,35,0,IMPRESSÃO,A,
632,27/05/2020,0,0,0,20,0,IMPRESSÃO,A,
633,27/05/2020,0,0,0,45,0,IMPRESSÃO,A,
634,28/05/2020,0,0,0,55,0,IMPRESSÃO,A,
635,29/05/2020,0,0,0,40,0,IMPRESSÃO,A,
