Setor,Data,Disponibilidade_Real,Desempenho_Real,Qualidade_Real,OeeVisaoGeral_Real,ProducaoReal_Meta,ProducaoReal_Real,CapacidadeReal_Real,CapacidadeInstalada_Real,CaixasNaoProduzidas_Real,HorasAdicionaisAoProcesso_Real,HorasParadas_Real,HorasReais_Real,DescartesCaixas_Real,DescartesTampas_Real,DescartesEmbalagens_Real,Refugo_Real,SegundaLinha_Real
CORTE DE A4,26/09/2019,63,54.0,100,34,4600.0,5300,34.0,15750.0,5850.0,0.0,30,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,0.8144820295983086
CORTE DE A4,27/09/2019,11,256.0,100,29,-2800.0,4600,29.0,15750.0,13950.0,0.0,33,2,1.0,0.041707317073170734,0.021388888888888888,4.223684210526316,0.8144820295983086
CORTE DE A4,30/09/2019,100,80.0,100,80,3150.0,12600,80.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,0.8144820295983086
CORTE DE A4,01/10/2019,59,78.0,100,46,2000.0,7300,46.0,15750.0,6450.0,0.0,53,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,0.8144820295983086
CORTE DE A4,02/10/2019,95,91.0,#NÚM!,#NÚM!,1400.0,13600,86.0,15750.0,750.0,0.0,40,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,03/10/2019,100,79.0,#NÚM!,#NÚM!,3250.0,12500,79.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,04/10/2019,100,77.0,#NÚM!,#NÚM!,3650.0,12100,77.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,05/10/2019,100,11.0,100,11,14050.0,1700,11.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,0.8144820295983086
CORTE DE A4,10/10/2019,100,76.0,#NÚM!,#NÚM!,3750.0,12000,76.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,11/10/2019,99,77.0,#NÚM!,#NÚM!,3600.0,12000,76.0,15750.0,150.0,0.0,18,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,14/10/2019,100,76.0,#NÚM!,#NÚM!,3750.0,12000,76.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,15/10/2019,100,89.0,#NÚM!,#NÚM!,1750.0,14000,89.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,17/10/2019,62,46.0,#NÚM!,#NÚM!,5310.0,4500,29.0,15750.0,5940.0,0.0,4,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,6.0
CORTE DE A4,18/10/2019,100,83.0,#NÚM!,#NÚM!,2650.0,13100,83.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,21/10/2019,53,116.0,100,61,-1160.0,8600,61.0,14000.0,6560.0,0.0,2,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,0.0
CORTE DE A4,22/10/2019,100,62.0,99,61,5300.0,8700,62.0,14000.0,244463.45329249618,0.0,44,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,0.0
CORTE DE A4,23/10/2019,100,53.0,97,51,6868.0,7700,53.0,14568.0,244463.45329249618,0.0,12,2,4.582089552238806,0.041707317073170734,0.021388888888888888,3.0,1.0
CORTE DE A4,24/10/2019,65,60.0,#NÚM!,#NÚM!,4060.0,6200,39.0,15750.0,5490.0,0.0,37,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,25/10/2019,77,71.0,#NÚM!,#NÚM!,3460.0,8600,55.0,15750.0,3690.0,0.0,70,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,28/10/2019,100,83.0,99,82,2400.0,11600,83.0,14000.0,244463.45329249618,0.0,44,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,0.0
CORTE DE A4,29/10/2019,86,56.0,#NÚM!,#NÚM!,5900.0,7600,48.0,15750.0,2250.0,0.0,96,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,30/10/2019,100,79.0,#NÚM!,#NÚM!,3350.0,12400,79.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,31/10/2019,100,93.0,#NÚM!,#NÚM!,1050.0,14700,93.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,01/11/2019,100,83.0,100,83,2750.0,13000,83.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,0.8144820295983086
CORTE DE A4,04/11/2019,100,86.0,#NÚM!,#NÚM!,2150.0,13600,86.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,05/11/2019,100,52.0,99,52,6700.0,7300,52.0,14000.0,244463.45329249618,0.0,44,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,0.0
CORTE DE A4,08/11/2019,65,71.0,#NÚM!,#NÚM!,2960.0,7300,46.0,15750.0,5490.0,0.0,37,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,11/11/2019,100,90.0,#NÚM!,#NÚM!,1650.0,14100,90.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,12/11/2019,100,81.0,#NÚM!,#NÚM!,2950.0,12800,81.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,13/11/2019,100,74.0,#NÚM!,#NÚM!,4050.0,11700,74.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,18/11/2019,54,77.0,#NÚM!,#NÚM!,1950.0,6600,42.0,15750.0,7200.0,0.0,31,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,3.0
CORTE DE A4,19/11/2019,100,90.0,97,87,1511.0,13600,90.0,15111.0,244463.45329249618,0.0,73,2,4.582089552238806,0.041707317073170734,0.021388888888888888,2.0,1.0
CORTE DE A4,20/11/2019,100,90.0,96,86,1504.0,13900,90.0,15404.0,244463.45329249618,0.0,59,2,4.582089552238806,0.041707317073170734,0.021388888888888888,3.0,1.0
CORTE DE A4,21/11/2019,100,94.0,#NÚM!,#NÚM!,950.0,14800,94.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,22/11/2019,99,101.0,97,97,-112.0,15300,100.0,15276.0,87.0,0.0,96,2,4.582089552238806,0.041707317073170734,0.021388888888888888,2.0,1.0
CORTE DE A4,25/11/2019,85,154.0,#NÚM!,#NÚM!,-7290.0,20700,131.0,15750.0,2340.0,0.0,69,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,27/11/2019,87,95.0,#NÚM!,#NÚM!,650.0,13000,83.0,15750.0,2100.0,0.0,40,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,28/11/2019,83,69.0,#NÚM!,#NÚM!,4010.0,9100,58.0,15750.0,2640.0,0.0,81,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,29/11/2019,100,74.0,#NÚM!,#NÚM!,4150.0,11600,74.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,02/12/2019,100,111.0,99,110,-1600.0,15600,111.0,14000.0,244463.45329249618,0.0,44,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,0.0
CORTE DE A4,03/12/2019,100,98.0,99,97,300.0,13700,98.0,14000.0,244463.45329249618,0.0,44,2,4.582089552238806,0.041707317073170734,0.021388888888888888,0.0,0.0
CORTE DE A4,04/12/2019,95,73.0,99,68,3553.0,9700,69.0,14000.0,747.0,0.0,23,2,4.582089552238806,0.041707317073170734,0.021388888888888888,0.0,1.0
CORTE DE A4,05/12/2019,99,72.0,#NÚM!,#NÚM!,4360.0,11300,72.0,15750.0,90.0,0.0,35,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,06/12/2019,100,83.0,99,82,2400.0,11600,83.0,14000.0,244463.45329249618,0.0,44,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,0.0
CORTE DE A4,09/12/2019,93,80.0,99,74,2667.0,10400,74.0,14000.0,933.0,0.0,68,2,4.582089552238806,0.041707317073170734,0.021388888888888888,0.0,0.0
CORTE DE A4,10/12/2019,81,63.0,#NÚM!,#NÚM!,4690.0,8000,51.0,15750.0,3060.0,0.0,56,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,3.0
CORTE DE A4,11/12/2019,91,38.0,#NÚM!,#NÚM!,9000.0,5400,34.0,15750.0,1350.0,0.0,62,2,8.0,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,12/12/2019,77,57.0,#NÚM!,#NÚM!,5160.0,6900,44.0,15750.0,3690.0,0.0,70,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,6.0
CORTE DE A4,13/12/2019,77,83.0,#NÚM!,#NÚM!,2060.0,10000,63.0,15750.0,3690.0,0.0,70,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,3.0
CORTE DE A4,16/12/2019,100,76.0,#NÚM!,#NÚM!,3850.0,11900,76.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,17/12/2019,100,71.0,#NÚM!,#NÚM!,4550.0,11200,71.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,18/12/2019,100,63.0,#NÚM!,#NÚM!,5750.0,10000,63.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,19/12/2019,100,72.0,#NÚM!,#NÚM!,4350.0,11400,72.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,3.0
CORTE DE A4,08/01/2020,69,56.0,100,39,4227.0,5400,39.0,14000.0,4373.0,0.0,49,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,0.8144820295983086
CORTE DE A4,09/01/2020,100,81.0,#NÚM!,#NÚM!,2950.0,12800,81.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,10/01/2020,99,77.0,#NÚM!,#NÚM!,3560.0,12100,77.0,15750.0,90.0,0.0,35,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,13/01/2020,100,79.0,#NÚM!,#NÚM!,3250.0,12500,79.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,14/01/2020,100,76.0,#NÚM!,#NÚM!,3750.0,12000,76.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,15/01/2020,77,76.0,#NÚM!,#NÚM!,2860.0,9200,58.0,15750.0,3690.0,0.0,70,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,20/01/2020,82,93.0,#NÚM!,#NÚM!,930.0,12000,76.0,15750.0,2820.0,0.0,27,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,3.0
CORTE DE A4,21/01/2020,100,95.0,98,93,737.0,14000,95.0,14737.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,2.0,0.0
CORTE DE A4,22/01/2020,100,92.0,#NÚM!,#NÚM!,1250.0,14500,92.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,23/01/2020,100,82.0,98,81,2717.0,12300,82.0,15017.0,244463.45329249618,0.0,45,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,1.0
CORTE DE A4,24/01/2020,100,87.0,99,86,1891.0,13000,87.0,14891.0,244463.45329249618,0.0,8,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,1.0
CORTE DE A4,27/01/2020,100,112.0,#NÚM!,#NÚM!,-1950.0,17700,112.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,28/01/2020,100,83.0,#NÚM!,#NÚM!,2650.0,13100,83.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,29/01/2020,100,55.0,92,51,6969.0,8600,55.0,15569.0,244463.45329249618,0.0,8,2,4.582089552238806,0.041707317073170734,0.021388888888888888,6.0,2.0
CORTE DE A4,30/01/2020,80,86.0,98,67,1666.0,10500,69.0,15207.0,3041.0,0.0,1,2,7.0,0.041707317073170734,0.021388888888888888,1.0,1.0
CORTE DE A4,31/01/2020,100,81.0,#NÚM!,#NÚM!,3050.0,12700,81.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,03/02/2020,88,141.0,100,124,-5080.0,17400,124.0,14000.0,1680.0,0.0,47,2,4.582089552238806,0.041707317073170734,0.021388888888888888,0.0,0.0
CORTE DE A4,04/02/2020,100,79.0,#NÚM!,#NÚM!,3250.0,12500,79.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,05/02/2020,100,86.0,#NÚM!,#NÚM!,2250.0,13500,86.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,06/02/2020,100,96.0,99,95,581.0,13500,96.0,14081.0,244463.45329249618,0.0,68,2,4.582089552238806,0.041707317073170734,0.021388888888888888,0.0,0.0
CORTE DE A4,07/02/2020,100,71.0,99,71,4000.0,10000,71.0,14000.0,244463.45329249618,0.0,44,2,4.582089552238806,0.041707317073170734,0.021388888888888888,0.0,0.0
CORTE DE A4,10/02/2020,98,75.0,83,61,3886.0,11400,73.0,15613.0,327.0,0.0,25,2,4.582089552238806,0.041707317073170734,0.021388888888888888,16.0,1.0
CORTE DE A4,11/02/2020,99,109.0,#NÚM!,#NÚM!,-1440.0,17100,109.0,15750.0,90.0,0.0,35,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,12/02/2020,100,66.0,#NÚM!,#NÚM!,5350.0,10400,66.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,3.0
CORTE DE A4,13/02/2020,100,101.0,98,99,-118.0,15000,101.0,14882.0,244463.45329249618,0.0,5,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,1.0
CORTE DE A4,14/02/2020,99,103.0,99,102,-480.0,14400,103.0,14000.0,80.0,0.0,20,2,4.582089552238806,0.041707317073170734,0.021388888888888888,0.0,0.0
CORTE DE A4,17/02/2020,80,84.0,#NÚM!,#NÚM!,2000.0,10600,67.0,15750.0,3150.0,0.0,30,2,7.0,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,18/02/2020,100,103.0,#NÚM!,#NÚM!,-550.0,16300,103.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,19/02/2020,99,89.0,#NÚM!,#NÚM!,1660.0,14000,89.0,15750.0,90.0,0.0,35,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,25/02/2020,5,167.0,95,8,-480.0,1200,9.0,14000.0,13280.0,0.0,13,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,27/02/2020,77,65.0,98,49,3720.0,7000,50.0,14000.0,3280.0,0.0,73,2,4.582089552238806,0.041707317073170734,0.021388888888888888,0.0,0.0
CORTE DE A4,28/02/2020,100,98.0,99,97,300.0,13700,98.0,14000.0,244463.45329249618,0.0,44,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,0.0
CORTE DE A4,02/03/2020,100,25.0,#NÚM!,#NÚM!,11750.0,4000,25.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,7.0
CORTE DE A4,03/03/2020,100,116.0,#NÚM!,#NÚM!,-2550.0,18300,116.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,04/03/2020,66,65.0,#NÚM!,#NÚM!,3650.0,6700,43.0,15750.0,5400.0,0.0,64,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,3.0
CORTE DE A4,05/03/2020,100,91.0,#NÚM!,#NÚM!,1450.0,14300,91.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,06/03/2020,100,54.0,97,53,6824.0,8000,54.0,14824.0,244463.45329249618,0.0,88,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,1.0
CORTE DE A4,09/03/2020,100,82.0,97,79,2724.0,12200,82.0,14924.0,244463.45329249618,0.0,18,2,4.582089552238806,0.041707317073170734,0.021388888888888888,2.0,0.0
CORTE DE A4,10/03/2020,100,72.0,#NÚM!,#NÚM!,4450.0,11300,72.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,11/03/2020,100,80.0,97,78,2950.0,12100,80.0,15050.0,244463.45329249618,0.0,55,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,1.0
CORTE DE A4,12/03/2020,100,94.0,99,92,915.0,13500,94.0,14415.0,244463.45329249618,0.0,67,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,1.0
CORTE DE A4,13/03/2020,100,91.0,#NÚM!,#NÚM!,1450.0,14300,91.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,0.8144820295983086
CORTE DE A4,16/03/2020,100,124.0,99,123,-3516.0,17900,124.0,14384.0,244463.45329249618,0.0,58,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,0.0
CORTE DE A4,17/03/2020,100,176.0,99,175,-10700.0,24700,176.0,14000.0,244463.45329249618,0.0,44,2,4.582089552238806,0.041707317073170734,0.021388888888888888,0.0,0.0
CORTE DE A4,18/03/2020,100,123.0,99,121,-3265.0,17600,123.0,14335.0,244463.45329249618,0.0,43,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,0.0
CORTE DE A4,19/03/2020,69,41.0,#NÚM!,#NÚM!,6400.0,4400,28.0,15750.0,4950.0,0.0,97,2,6.0,0.041707317073170734,0.021388888888888888,4.223684210526316,3.0
CORTE DE A4,20/03/2020,77,61.0,100,47,4660.0,7400,47.0,15750.0,3690.0,0.0,70,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,0.8144820295983086
CORTE DE A4,23/03/2020,100,54.0,97,53,6799.0,8100,54.0,14899.0,244463.45329249618,0.0,10,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,1.0
CORTE DE A4,24/03/2020,66,80.0,99,52,1800.0,7400,53.0,14000.0,4800.0,0.0,23,2,4.582089552238806,0.041707317073170734,0.021388888888888888,0.0,1.0
CORTE DE A4,25/03/2020,100,98.0,99,97,307.0,14000,98.0,14307.0,244463.45329249618,0.0,35,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,0.0
CORTE DE A4,26/03/2020,100,91.0,97,88,1366.0,13600,91.0,14966.0,244463.45329249618,0.0,30,2,4.582089552238806,0.041707317073170734,0.021388888888888888,2.0,0.0
CORTE DE A4,27/03/2020,91,109.0,98,98,-1100.0,13900,99.0,14000.0,1200.0,0.0,89,2,8.0,0.041707317073170734,0.021388888888888888,1.0,0.0
CORTE DE A4,31/03/2020,100,116.0,99,115,-2300.0,16300,116.0,14000.0,244463.45329249618,0.0,44,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,0.0
CORTE DE A4,01/04/2020,23,63.0,100,14,1200.0,2000,14.0,14000.0,10800.0,0.0,47,2,2.0,0.041707317073170734,0.021388888888888888,4.223684210526316,0.8144820295983086
CORTE DE A4,02/04/2020,69,145.0,99,99,-4868.0,15800,100.0,15732.0,4800.0,0.0,36,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,0.0
CORTE DE A4,03/04/2020,100,67.0,#NÚM!,#NÚM!,5150.0,10600,67.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,3.0
CORTE DE A4,06/04/2020,72,85.0,100,62,1700.0,9700,62.0,15750.0,4350.0,0.0,74,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,0.8144820295983086
CORTE DE A4,07/04/2020,100,75.0,98,73,3847.0,11300,75.0,15147.0,244463.45329249618,0.0,83,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,1.0
CORTE DE A4,08/04/2020,100,73.0,98,72,3948.0,10900,73.0,14848.0,244463.45329249618,0.0,95,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,0.0
CORTE DE A4,09/04/2020,100,67.0,#NÚM!,#NÚM!,5250.0,10500,67.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,13/04/2020,100,85.0,99,83,2252.0,12300,85.0,14552.0,244463.45329249618,0.0,7,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,0.0
CORTE DE A4,14/04/2020,100,84.0,99,83,2256.0,12100,84.0,14356.0,244463.45329249618,0.0,49,2,4.582089552238806,0.041707317073170734,0.021388888888888888,0.0,1.0
CORTE DE A4,15/04/2020,100,75.0,#NÚM!,#NÚM!,3950.0,11800,75.0,15750.0,244463.45329249618,0.0,62,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,1.0
CORTE DE A4,16/04/2020,100,84.0,99,83,2285.0,11900,84.0,14185.0,244463.45329249618,0.0,99,2,4.582089552238806,0.041707317073170734,0.021388888888888888,0.0,1.0
CORTE DE A4,17/04/2020,99,89.0,#NÚM!,#NÚM!,1660.0,14000,89.0,15750.0,90.0,0.0,35,2,4.582089552238806,0.041707317073170734,0.021388888888888888,4.223684210526316,2.0
CORTE DE A4,20/04/2020,100,97.0,98,95,400.0,13600,97.0,14000.0,244463.45329249618,0.0,44,2,4.582089552238806,0.041707317073170734,0.021388888888888888,1.0,0.0
CORTE DE A4,22/04/2020,77,85.0,90,59,1742.0,10100,66.0,15351.0,3509.0,0.0,5,2,4.582089552238806,0.041707317073170734,0.021388888888888888,8.0,2.0
