Setor,Data,Disponibilidade_Meta,Disponibilidade_Real,Desempenho_Meta,Desempenho_Real,Qualidade_Meta,Qualidade_Real,OeeVisaoGeral_Meta,OeeVisaoGeral_Real,ProducaoReal_Meta,ProducaoReal_Real,CapacidadeReal_Meta,CapacidadeReal_Real,CapacidadeInstalada_Meta,CapacidadeInstalada_Real,UtilizacaoCapacidade_Meta,UtilizacaoCapacidade_Real,CaixasNaoProduzidas_Meta,CaixasNaoProduzidas_Real,HorasAdicionaisAoProcesso_Meta,HorasAdicionaisAoProcesso_Real,HorasParadas_Meta,HorasParadas_Real,HorasReais_Meta,HorasReais_Real,DescartesCaixas_Meta,DescartesCaixas_Real,DescartesTampas_Meta,DescartesTampas_Real,DescartesEmbalagens_Meta,DescartesEmbalagens_Real,Refugo_Meta,Refugo_Real,SegundaLinha_Meta,SegundaLinha_Real
CORTE DE A4,10/06/2020,,0.49,,0.41,,-∞,,-∞,31.10,22.00,,0.20,,108.00,,,15.72,54.90,0h,0,15,72,3:03,1,78,2:57,,,,,,∞,,0.01,,0.01
CORTE DE BOBINAS,10/06/2020,,0.69,,0.97,,1.00,,0.66,1.40,45.00,,0.67,,67.67,,,14.59,21.27,0h,0,14,59,2:45,2,75,6,,,,,,,,0.00,,
IMPRESSÃO,10/06/2020,,0.50,,0.72,,1.00,,0.36,3260.00,8500.00,,0.36,,23520.00,,,5233.20,11760.00,0h,0,5.233,20,3,2,67,3,,,,,,,,0.00,,
CORTE DE A4,12/06/2020,,0.40,,0.51,,-∞,,-∞,21.50,22.00,,0.20,,108.00,,,12.88,73.50,0h,1,12,88,4:05,1,78,2:25,,,,,,∞,,0.00,,0.00
CORTE DE BOBINAS,12/06/2020,,0.78,,0.97,,1.00,,0.76,1.80,60.00,,0.76,,78.75,,,19.43,16.95,0h,0,19,43,1:53,2,75,6:52,,,,,,,,0.00,,
IMPRESSÃO,12/06/2020,,0.33,,0.52,,0.98,,0.17,1880.00,2000.00,,0.17,,11640.00,,,1726.60,7760.00,0h,0,1.726,60,4,2,67,2,,,,,,,,0.02,,
CORTE DE A4,15/06/2020,,0.90,,0.88,,0.99,,0.78,10.67,76.00,,0.79,,96.00,,,25.65,9.33,0h,0,25,65,0:35,1,78,5:25,,,,,,0.01,,0.00,,0.01
CORTE DE BOBINAS,15/06/2020,,0.79,,0.70,,0.98,,0.55,18.44,44.00,,0.56,,78.99,,,19.63,16.55,0h,0,19,63,1:50,2,75,6:55,,,,,,,,0.02,,
IMPRESSÃO,15/06/2020,,1.00,,0.60,,0.99,,0.60,9420.00,14100.00,,0.60,,23520.00,,,10466.40,,0h,0,10.466,40,0,2,67,6,,,,,,,,0.01,,
CORTE DE A4,16/06/2020,,0.83,,0.78,,0.99,,0.64,18.72,67.00,,0.65,,103.56,,,25.37,17.83,0h,0,25,37,1:02,1,78,4:58,,,,,,0.01,,0.00,,0.00
CORTE DE BOBINAS,16/06/2020,,1.00,,0.83,,1.00,,0.82,14.89,71.00,,0.83,,85.89,,,27.00,,0h,0,27,00,0,2,75,8:45,,,,,,,,0.00,,
IMPRESSÃO,16/06/2020,,1.00,,0.49,,0.99,,0.49,9860.14,9500.00,,0.49,,19360.14,,,8615.26,,0h,0,8.615,26,0,2,67,6,,,,,,,,0.01,,
CORTE DE A4,17/06/2020,,1.00,,0.72,,-∞,,-∞,30.00,78.00,,0.72,,108.00,,,31.97,,0h,0,31,97,0,1,78,6,,,,,,∞,,0.01,,0.00
CORTE DE BOBINAS,17/06/2020,,0.66,,1.05,,0.99,,0.68,-1.58,35.00,,0.69,,50.85,,,10.51,17.44,0h,0,10,51,3,2,75,5:45,,,,,,,,0.01,,
IMPRESSÃO,17/06/2020,,1.00,,0.62,,1.00,,0.62,8920.00,14600.00,,0.62,,23520.00,,,10466.40,,0h,0,10.466,40,0,2,67,6,,,,,,,,0.00,,
CORTE DE A4,18/06/2020,,1.00,,0.78,,-∞,,-∞,24.00,84.00,,0.78,,108.00,,,31.97,,0h,0,31,97,0,1,78,6,,,,,,∞,,0.01,,
CORTE DE BOBINAS,18/06/2020,,1.00,,0.99,,1.00,,0.99,0.75,78.00,,0.99,,78.75,,,24.76,,0h,0,24,76,0,2,75,8:45,,,,,,,,0.00,,
CORTE DE A4,19/06/2020,,0.99,,0.65,,-∞,,-∞,37.80,69.00,,0.64,,108.00,,,31.61,1.20,0h,0,31,61,0:04,1,78,5:56,,,,,,∞,,0.01,,0.01
CORTE DE BOBINAS,19/06/2020,,0.99,,1.22,,0.99,,1.21,-17.29,96.00,,1.21,,79.16,,,24.75,0.45,0h,0,24,75,0:03,2,75,8:42,,,,,,,,0.01,,
IMPRESSÃO,19/06/2020,,0.17,,1.02,,0.99,,0.17,-80.00,4000.00,,0.17,,23520.00,,,1744.40,19600.00,0h,0,1.744,40,5,2,67,1,,,,,,,,0.01,,
CORTE DE A4,22/06/2020,,1.00,,0.72,,0.99,,0.72,25.93,67.00,,0.72,,92.93,,,27.51,,0h,0,27,51,0,1,78,6,,,,,,0.00,,0.00,,0.01
CORTE DE BOBINAS,22/06/2020,,1.00,,0.86,,0.98,,0.84,9.57,58.00,,0.86,,67.57,,,21.24,,0h,0,21,24,0,2,75,8:45,,,,,,,,0.02,,
IMPRESSÃO,22/06/2020,,1.00,,1.45,,0.99,,1.44,-5996.98,19200.00,,1.45,,13203.02,,,5875.34,,0h,0,5.875,34,0,2,67,6,,,,,,,,0.01,,
CORTE DE A4,23/06/2020,,1.00,,1.16,,-∞,,-∞,-17.00,125.00,,1.16,,108.00,,,31.97,,0h,0,31,97,0,1,78,6,,,,,,∞,,0.00,,0.01
CORTE DE BOBINAS,23/06/2020,,1.00,,1.05,,0.99,,1.05,-4.25,83.00,,1.05,,78.75,,,24.76,,0h,0,24,76,0,2,75,8:45,,,,,,,,0.01,,
IMPRESSÃO,23/06/2020,,1.00,,0.98,,1.00,,0.98,420.00,23100.00,,0.98,,23520.00,,,10466.40,,0h,0,10.466,40,0,2,67,6,,,,,,,,0.00,,
CORTE DE A4,24/06/2020,,0.83,,1.01,,-∞,,-∞,-0.90,90.00,,0.83,,108.00,,,26.37,18.90,0h,0,26,37,1:03,1,78,4:57,,,,,,∞,,0.01,,0.01
CORTE DE BOBINAS,24/06/2020,,1.00,,1.25,,0.99,,1.24,-18.84,95.00,,1.25,,76.16,,,23.94,,0h,0,23,94,0,2,75,8:45,,,,,,,,0.01,,
CORTE DE A4,25/06/2020,,1.00,,0.93,,-∞,,-∞,8.00,100.00,,0.93,,108.00,,,31.97,,0h,0,31,97,0,1,78,6,,,,,,∞,,0.01,,0.01
CORTE DE BOBINAS,25/06/2020,,0.88,,1.10,,0.99,,0.96,-6.94,77.00,,0.97,,79.44,,,22.03,9.38,0h,0,22,03,1:02,2,75,7:43,,,,,,,,0.01,,
IMPRESSÃO,25/06/2020,,1.00,,0.90,,1.00,,0.89,2420.00,21100.00,,0.90,,23520.00,,,10466.40,,0h,0,10.466,40,0,2,67,6,,,,,,,,0.00,,
CORTE DE A4,26/06/2020,,1.00,,0.96,,-∞,,-∞,4.00,104.00,,0.96,,108.00,,,31.97,,0h,0,31,97,0,1,78,6,,,,,,∞,,0.00,,0.00
CORTE DE BOBINAS,26/06/2020,,0.65,,0.68,,0.98,,0.43,15.17,32.00,,0.44,,72.41,,,14.83,25.24,0h,0,14,83,3:03,2,75,5:42,,,,,,,,0.02,,
CORTE DE A4,29/06/2020,,1.00,,0.80,,-∞,,-∞,22.00,86.00,,0.80,,108.00,,,31.97,,0h,0,31,97,0,1,78,6,,,,,,∞,,0.00,,
CORTE DE BOBINAS,29/06/2020,,1.00,,1.73,,0.99,,1.72,-33.68,80.00,,1.73,,46.32,,,14.56,,0h,0,14,56,0,2,75,8:45,,,,,,,,0.01,,
IMPRESSÃO,29/06/2020,,0.33,,1.21,,1.00,,0.40,-1660.00,9500.00,,0.40,,23520.00,,,3488.80,15680.00,0h,0,3.488,80,4,2,67,2,,,,,,,,0.00,,
CORTE DE BOBINAS,30/06/2020,,0.28,,0.99,,0.96,,0.26,0.08,12.00,,0.27,,43.75,,,3.80,31.67,0h,0,3,80,6:20,2,75,2:25,,,,,,,,0.04,,
IMPRESSÃO,30/06/2020,,0.67,,0.33,,0.99,,0.22,10520.00,5160.00,,0.22,,23520.00,,,6977.60,7840.00,0h,0,6.977,60,2,2,67,4,,,,,,,,0.01,,
CORTE DE A4,01/07/2020,,1.00,,0.49,,1.00,,0.49,72.00,68.00,,0.49,,140.00,,,41.44,,0h,0,41,44,0,2,59,8:45,,,,,,,,,,
CORTE DE BOBINAS,01/07/2020,,0.52,,1.48,,0.99,,0.77,-11.08,34.00,,0.78,,43.75,,,7.21,20.83,0h,0,7,21,4:10,2,75,4:35,,,,,,,,0.01,,
CORTE DE A4,02/07/2020,,1.17,,1.25,,0.96,,1.40,-43.62,221.00,,1.46,,151.42,,,52.50,,0h,1:30,52,50,0,2,59,10:15,,,,,,0.04,,0.00,,0.00
CORTE DE BOBINAS,02/07/2020,,0.89,,1.26,,1.00,,1.11,-23.64,114.00,,1.12,,102.02,,,28.41,11.66,0h,0,28,41,1,2,75,7:45,,,,,,,,0.00,,
IMPRESSÃO,02/07/2020,,1.00,,0.72,,1.00,,0.72,9600.00,24700.00,,0.72,,34300.00,,,15263.50,,0h,0,15.263,50,0,3,89,8:45,,,,,,,,0.00,,
CORTE DE A4,03/07/2020,,1.17,,0.73,,-∞,,-∞,49.50,135.00,,0.86,,157.50,,,54.61,,0h,1:30,54,61,0,2,59,10:15,,,,,,∞,,0.01,,0.01
CORTE DE BOBINAS,03/07/2020,,0.71,,1.58,,1.00,,1.12,-26.39,72.00,,1.13,,63.85,,,14.34,18.24,0h,0,14,34,2:30,2,75,6:15,,,,,,,,0.00,,
CORTE DE A4,06/07/2020,,1.00,,0.74,,-∞,,-∞,40.50,117.00,,0.74,,157.50,,,46.62,,0h,0,46,62,0,2,59,8:45,,,,,,∞,,0.02,,0.01
CORTE DE BOBINAS,06/07/2020,,0.94,,1.09,,0.99,,1.02,-5.67,66.00,,1.03,,63.99,,,18.97,3.66,0h,0,18,97,0:30,2,75,8:15,,,,,,,,0.01,,
IMPRESSÃO,06/07/2020,,0.71,,0.56,,0.99,,0.39,9068.50,11400.00,,0.40,,28655.89,,,9108.48,8187.40,0h,0,9.108,48,2:30,3,89,6:15,,,,,,,,0.01,,
CORTE DE A4,07/07/2020,,0.89,,0.66,,1.00,,0.58,43.20,83.00,,0.58,,142.48,,,37.35,16.28,0h,0,37,35,1,2,59,7:45,,,,,,,,,,
CORTE DE BOBINAS,07/07/2020,,1.00,,1.51,,1.00,,1.50,-40.05,119.00,,1.51,,78.95,,,24.82,,0h,0,24,82,0,2,75,8:45,,,,,,,,0.00,,
CORTE DE A4,08/07/2020,,1.29,,0.67,,1.00,,0.86,60.83,122.00,,0.86,,142.20,,,54.12,,0h,2:30,54,12,0,2,59,11:15,,,,,,,,,,
CORTE DE BOBINAS,08/07/2020,,0.81,,1.39,,0.99,,1.12,-18.46,66.00,,1.12,,58.73,,,14.95,11.19,0h,0,14,95,1:40,2,75,7:05,,,,,,,,0.01,,
CORTE DE A4,09/07/2020,,1.46,,0.76,,0.99,,1.09,53.42,166.00,,1.10,,150.58,,,64.95,,0h,4,64,95,0,2,59,12:45,,,,,,0.01,,0.01,,0.01
CORTE DE BOBINAS,09/07/2020,,0.15,,0.98,,0.97,,0.14,0.26,10.00,,0.15,,67.31,,,3.22,57.05,0h,0,3,22,7:25,2,75,1:20,,,,,,,,0.03,,
IMPRESSÃO,09/07/2020,,1.00,,0.38,,0.99,,0.38,14086.33,8800.00,,0.38,,22886.33,,,10184.42,,0h,0,10.184,42,0,3,89,8:45,,,,,,,,0.01,,
CORTE DE A4,10/07/2020,,1.23,,0.72,,-∞,,-∞,54.50,139.00,,0.88,,157.50,,,57.28,,0h,2,57,28,0,2,59,10:45,,,,,,∞,,0.01,,0.01
CORTE DE BOBINAS,10/07/2020,,0.75,,1.01,,0.99,,0.75,-0.65,50.00,,0.76,,65.76,,,15.52,16.41,0h,0,15,52,2:11,2,75,6:34,,,,,,,,0.01,,
CORTE DE A4,13/07/2020,,1.00,,0.98,,0.99,,0.97,3.00,137.00,,0.98,,140.00,,,41.44,,0h,0,41,44,0,2,59,8:45,,,,,,0.00,,0.00,,0.01
CORTE DE BOBINAS,13/07/2020,,0.94,,1.09,,0.99,,1.02,-4.81,61.00,,1.02,,59.60,,,17.67,3.41,0h,0,17,67,0:30,2,75,8:15,,,,,,,,0.01,,
IMPRESSÃO,13/07/2020,,1.00,,0.69,,0.99,,0.69,8976.66,20000.00,,0.69,,28976.66,,,12894.61,,0h,0,12.894,61,0,3,89,8:45,,,,,,,,0.01,,
CORTE DE A4,14/07/2020,,1.14,,0.73,,0.91,,0.76,47.95,130.00,,0.83,,155.70,,,52.67,,0h,1:15,52,67,0,2,59,10,,,,,,0.07,,0.01,,0.01
CORTE DE BOBINAS,14/07/2020,,0.94,,1.19,,1.00,,1.11,-13.75,88.00,,1.12,,78.75,,,23.34,4.50,0h,0,23,34,0:30,2,75,8:15,,,,,,,,0.00,,
IMPRESSÃO,14/07/2020,,1.00,,0.51,,1.00,,0.51,16700.00,17600.00,,0.51,,34300.00,,,15263.50,,0h,0,15.263,50,0,3,89,8:45,,,,,,,,0.00,,
CORTE DE A4,15/07/2020,,0.83,,0.78,,0.99,,0.64,26.00,90.00,,0.64,,140.00,,,34.34,24.00,0h,0,34,34,1:30,2,59,7:15,,,,,,0.00,,0.00,,0.02
CORTE DE BOBINAS,15/07/2020,,0.96,,0.88,,0.99,,0.84,7.24,53.00,,0.85,,62.63,,,18.94,2.39,0h,0,18,94,0:20,2,75,8:25,,,,,,,,0.01,,
CORTE DE A4,16/07/2020,,0.83,,0.87,,-∞,,-∞,16.50,114.00,,0.72,,157.50,,,38.63,27.00,0h,0,38,63,1:30,2,59,7:15,,,,,,∞,,0.02,,0.00
CORTE DE BOBINAS,16/07/2020,,1.00,,1.13,,0.99,,1.12,-7.80,66.00,,1.13,,58.20,,,18.30,,0h,0,18,30,0,2,75,8:45,,,,,,,,0.01,,
IMPRESSÃO,16/07/2020,,1.00,,0.57,,0.99,,0.57,9829.25,13000.00,,0.57,,22829.25,,,10159.02,,0h,0,10.159,02,0,3,89,8:45,,,,,,,,0.01,,
CORTE DE A4,17/07/2020,,0.89,,0.82,,-∞,,-∞,24.50,115.00,,0.73,,157.50,,,41.29,18.00,0h,0,41,29,1,2,59,7:45,,,,,,∞,,0.01,,0.01
CORTE DE BOBINAS,17/07/2020,,0.67,,1.10,,0.99,,0.73,-3.98,42.00,,0.74,,57.03,,,11.95,19.01,0h,0,11,95,2:55,2,75,5:50,,,,,,,,0.01,,
IMPRESSÃO,17/07/2020,,1.00,,0.47,,1.00,,0.46,18300.00,16000.00,,0.47,,34300.00,,,15263.50,,0h,0,15.263,50,0,3,89,8:45,,,,,,,,0.00,,
CORTE DE A4,20/07/2020,,1.00,,0.76,,1.00,,0.76,37.50,120.00,,0.76,,157.50,,,46.62,,0h,0,46,62,0,2,59,8:45,,,,,,,,,,
CORTE DE BOBINAS,20/07/2020,,0.94,,1.08,,0.99,,1.01,-5.75,80.00,,1.02,,78.75,,,23.34,4.50,0h,0,23,34,0:30,2,75,8:15,,,,,,,,0.01,,
IMPRESSÃO,20/07/2020,,1.00,,0.66,,0.99,,0.66,11059.23,21700.00,,0.66,,32759.23,,,14577.86,,0h,0,14.577,86,0,3,89,8:45,,,,,,,,0.01,,
CORTE DE A4,21/07/2020,,1.00,,0.82,,0.99,,0.81,25.00,115.00,,0.82,,140.00,,,41.44,,0h,0,41,44,0,2,59,8:45,,,,,,0.00,,0.00,,0.02
CORTE DE BOBINAS,21/07/2020,,1.00,,0.85,,0.99,,0.84,9.34,52.00,,0.85,,61.34,,,19.28,,0h,0,19,28,0,2,75,8:45,,,,,,,,0.01,,
IMPRESSÃO,21/07/2020,,0.51,,0.65,,0.99,,0.33,6240.00,11400.00,,0.33,,34300.00,,,7849.80,16660.00,0h,0,7.849,80,4:15,3,89,4:30,,,,,,,,0.01,,
CORTE DE A4,22/07/2020,,0.86,,1.09,,0.99,,0.93,-11.86,140.00,,0.94,,149.49,,,37.93,21.36,0h,0,37,93,1:15,2,59,7:30,,,,,,0.01,,0.01,,0.01
CORTE DE BOBINAS,22/07/2020,,1.00,,1.00,,0.99,,1.00,-0.14,73.00,,1.00,,72.86,,,22.91,,0h,0,22,91,0,2,75,8:45,,,,,,,,0.01,,
IMPRESSÃO,22/07/2020,,0.29,,0.78,,1.00,,0.22,2200.00,7600.00,,0.22,,34300.00,,,4361.00,24500.00,0h,0,4.361,00,6:15,3,89,2:30,,,,,,,,0.00,,
CORTE DE A4,23/07/2020,,1.17,,0.86,,0.98,,0.99,23.74,148.00,,1.01,,146.60,,,50.83,,0h,1:30,50,83,0,2,59,10:15,,,,,,0.01,,0.01,,0.01
CORTE DE BOBINAS,23/07/2020,,0.81,,1.10,,0.99,,0.88,-4.47,49.00,,0.89,,55.01,,,14.00,10.48,0h,0,14,00,1:40,2,75,7:05,,,,,,,,0.01,,
CORTE DE A4,24/07/2020,,0.83,,0.77,,-∞,,-∞,30.50,100.00,,0.63,,157.50,,,38.63,27.00,0h,0,38,63,1:30,2,59,7:15,,,,,,∞,,0.01,,0.01
CORTE DE BOBINAS,24/07/2020,,0.61,,1.10,,0.99,,0.66,-3.58,39.00,,0.67,,58.11,,,11.14,22.69,0h,0,11,14,3:25,2,75,5:20,,,,,,,,0.01,,
IMPRESSÃO,24/07/2020,,0.37,,0.20,,0.99,,0.08,10140.00,2600.00,,0.08,,34300.00,,,5669.30,21560.00,0h,0,5.669,30,5:30,3,89,3:15,,,,,,,,0.01,,
CORTE DE A4,28/07/2020,,1.00,,0.67,,0.97,,0.65,50.68,101.00,,0.67,,151.68,,,44.90,,0h,0,44,90,0,2,59,8:45,,,,,,0.02,,0.01,,0.01
CORTE DE BOBINAS,28/07/2020,,1.00,,1.12,,1.00,,1.12,-5.25,49.00,,1.12,,43.75,,,13.76,,0h,0,13,76,0,2,75,8:45,,,,,,,,0.00,,
IMPRESSÃO,28/07/2020,,1.00,,0.81,,1.00,,0.81,3510.44,14900.00,,0.81,,18410.44,,,8192.65,,0h,0,8.192,65,0,3,89,8:45,,,,,,,,,,
CORTE DE A4,29/07/2020,,1.00,,0.83,,0.98,,0.81,26.44,125.00,,0.83,,151.44,,,44.83,,0h,0,44,83,0,2,59,8:45,,,,,,0.01,,0.01,,0.02
CORTE DE BOBINAS,29/07/2020,,0.90,,1.03,,1.00,,0.93,-1.34,48.00,,0.93,,51.57,,,14.67,4.91,0h,0,14,67,0:50,2,75,7:55,,,,,,,,0.00,,
CORTE DE A4,30/07/2020,,1.00,,0.85,,-∞,,-∞,23.50,134.00,,0.85,,157.50,,,46.62,,0h,0,46,62,0,2,59,8:45,,,,,,∞,,0.01,,0.00
CORTE DE BOBINAS,30/07/2020,,0.77,,1.07,,1.00,,0.82,-4.08,66.00,,0.82,,80.27,,,19.47,18.35,0h,0,19,47,2,2,75,6:45,,,,,,,,0.00,,
IMPRESSÃO,30/07/2020,,1.00,,0.81,,0.99,,0.80,5046.65,21300.00,,0.81,,26346.65,,,11724.26,,0h,0,11.724,26,0,3,89,8:45,,,,,,,,0.01,,
CORTE DE A4,31/07/2020,,0.96,,0.75,,-∞,,-∞,38.50,113.00,,0.72,,157.50,,,44.84,6.00,0h,0,44,84,0:20,2,59,8:25,,0.01,,,,∞,,0.02,,0.01
CORTE DE BOBINAS,31/07/2020,,0.94,,1.14,,0.99,,1.07,-9.97,83.00,,1.07,,77.46,,,22.96,4.43,0h,0,22,96,0:30,2,75,8:15,,,,,,,,0.01,,
CORTE DE A4,03/08/2020,,0.92,,0.77,,-∞,,-∞,29.48,100.00,,0.71,,140.10,,,38.33,18.57,0h,0:30,38,33,1:10,2,60,8:08,,,,,,∞,,0.02,,0.01
CORTE DE BOBINAS,03/08/2020,,0.75,,1.13,,0.99,,0.84,-5.22,45.00,,0.85,,52.77,,,12.51,12.99,0h,0,12,51,2:10,2,77,6:38,,,,,,,,0.01,,
IMPRESSÃO,03/08/2020,,1.00,,0.67,,0.99,,0.66,8183.98,16550.00,,0.67,,24733.98,,,11006.62,,0h,0,11.006,62,0,3,92,8:48,,,,,,,,0.01,,
CORTE DE A4,04/08/2020,,1.08,,0.86,,0.99,,0.91,21.71,129.00,,0.92,,140.10,,,44.61,,0h,0:40,44,61,0,2,60,9:28,,,,,,0.00,,0.01,,0.01
CORTE DE BOBINAS,04/08/2020,,1.00,,1.45,,0.99,,1.44,-34.57,111.00,,1.45,,76.43,,,24.03,,0h,0,24,03,0,2,77,8:48,,,,,,,,0.01,,
IMPRESSÃO,04/08/2020,,0.72,,0.76,,1.00,,0.54,5946.00,18750.00,,0.54,,34496.00,,,10989.72,9800.00,0h,0,10.989,72,2:30,3,92,6:18,,,,,,,,0.00,,
CORTE DE A4,05/08/2020,,1.34,,0.84,,0.99,,1.11,30.86,157.00,,1.12,,140.10,,,55.61,,0h,3,55,61,0,2,60,11:48,,,,,,0.00,,0.00,,0.01
CORTE DE BOBINAS,05/08/2020,,1.00,,1.16,,1.00,,1.16,-6.70,48.00,,1.16,,41.30,,,12.98,,0h,0,12,98,0,2,77,8:48,,,,,,,,0.00,,
IMPRESSÃO,05/08/2020,,0.40,,0.91,,1.00,,0.36,1316.00,12600.00,,0.37,,34496.00,,,6192.62,20580.00,0h,0,6.192,62,5:15,3,92,3:33,,,,,,,,0.00,,
CORTE DE A4,06/08/2020,,1.34,,0.87,,-∞,,-∞,24.86,163.00,,1.16,,140.10,,,55.61,,0h,3,55,61,0,2,60,11:48,,,,,,∞,,0.02,,0.01
CORTE DE BOBINAS,06/08/2020,,1.00,,1.10,,0.99,,1.09,-4.00,44.00,,1.10,,40.00,,,12.58,,0h,0,12,58,0,2,77,8:48,,,,,,,,0.01,,
CORTE DE A4,07/08/2020,,0.60,,0.69,,-∞,,-∞,25.58,58.00,,0.41,,140.10,,,24.74,80.40,0h,1:30,24,74,5:03,2,60,5:15,,,,,,∞,,0.05,,0.02
CORTE DE BOBINAS,07/08/2020,,0.94,,1.21,,1.00,,1.14,-9.44,54.00,,1.14,,47.24,,,14.01,2.68,0h,0,14,01,0:30,2,77,8:18,,,,,,,,0.00,,
IMPRESSÃO,07/08/2020,,0.38,,0.89,,1.00,,0.33,1436.00,11500.00,,0.33,,34496.00,,,5756.52,21560.00,0h,0,5.756,52,5:30,3,92,3:18,,,,,,,,0.00,,
CORTE DE A4,10/08/2020,,0.77,,0.88,,0.99,,0.67,12.46,95.00,,0.68,,140.10,,,31.81,68.46,0h,2:15,31,81,4:18,2,60,6:45,,,,,,0.00,,0.01,,0.02
CORTE DE BOBINAS,10/08/2020,,1.00,,1.00,,0.99,,0.99,0.00,40.00,,1.00,,40.00,,,12.58,,0h,0,12,58,0,2,77,8:48,,,,,,,,0.01,,
IMPRESSÃO,10/08/2020,,0.51,,0.43,,0.99,,0.22,7059.32,5400.00,,0.22,,24364.89,,,5544.40,11905.57,0h,0,5.544,40,4:18,3,92,4:30,,,,,,,,0.01,,
CORTE DE A4,11/08/2020,,0.92,,1.07,,0.84,,0.83,-8.52,138.00,,0.99,,140.10,,,38.33,26.53,0h,1,38,33,1:40,2,60,8:08,,,,,,0.14,,0.01,,0.01
CORTE DE BOBINAS,11/08/2020,,0.89,,1.06,,0.99,,0.93,-4.58,83.00,,0.94,,88.47,,,24.65,10.05,0h,0,24,65,1,2,77,7:48,,,,,,,,0.01,,
IMPRESSÃO,11/08/2020,,0.60,,0.66,,1.00,,0.40,7076.00,13700.00,,0.40,,34496.00,,,9245.32,13720.00,0h,0,9.245,32,3:30,3,92,5:18,,,,,,,,0.00,,
CORTE DE A4,12/08/2020,,1.00,,1.01,,-∞,,-∞,-0.90,141.00,,1.01,,140.10,,,41.47,,0h,0,41,47,0,2,60,8:48,,,,,,∞,,0.02,,0.01
CORTE DE BOBINAS,12/08/2020,,0.67,,1.02,,0.99,,0.68,-1.16,55.00,,0.69,,80.08,,,16.93,26.24,0h,0,16,93,2:53,2,77,5:55,,,,,,,,0.01,,
IMPRESSÃO,12/08/2020,,0.11,,0.43,,0.98,,0.05,2220.00,1700.00,,0.05,,34496.00,,,1744.40,30576.00,0h,0,1.744,40,7:48,3,92,1,,,,,,,,0.02,,
CORTE DE A4,13/08/2020,,1.17,,0.83,,-∞,,-∞,27.98,136.00,,0.97,,140.10,,,48.54,,0h,1:30,48,54,0,2,60,10:18,,,,,,∞,,0.03,,0.01
CORTE DE BOBINAS,13/08/2020,,1.00,,1.13,,0.99,,1.12,-9.70,84.00,,1.13,,74.30,,,23.36,,0h,0,23,36,0,2,77,8:48,,,,,,,,0.01,,
IMPRESSÃO,13/08/2020,,0.72,,0.56,,1.00,,0.40,10796.00,13900.00,,0.40,,34496.00,,,10989.72,9800.00,0h,0,10.989,72,2:30,3,92,6:18,,,,,,,,0.00,,
CORTE DE A4,14/08/2020,,0.77,,0.62,,-∞,,-∞,41.26,67.00,,0.48,,140.10,,,32.04,31.84,0h,0,32,04,2,2,60,6:48,,,,,,∞,,0.04,,0.01
CORTE DE BOBINAS,14/08/2020,,0.83,,1.19,,0.99,,0.98,-12.57,79.00,,0.99,,80.08,,,20.89,13.65,0h,0,20,89,1:30,2,77,7:18,,,,,,,,0.01,,
CORTE DE A4,17/08/2020,,1.00,,0.84,,-∞,,-∞,22.10,118.00,,0.84,,140.10,,,41.47,,0h,0,41,47,0,2,60,8:48,,,,,,∞,,0.01,,0.01
CORTE DE BOBINAS,17/08/2020,,0.93,,1.10,,0.99,,1.02,-3.87,41.00,,1.02,,40.00,,,11.67,2.88,0h,0,11,67,0:38,2,77,8:10,,,,,,,,0.01,,
IMPRESSÃO,17/08/2020,,1.00,,0.67,,1.00,,0.67,11296.00,23200.00,,0.67,,34496.00,,,15350.72,,0h,0,15.350,72,0,3,92,8:48,,,,,,,,0.00,,
CORTE DE A4,18/08/2020,,1.19,,0.55,,-∞,,-∞,74.63,92.00,,0.66,,140.10,,,49.32,,0h,1:40,49,32,0,2,60,10:28,,,,0.01,,∞,,0.02,,0.02
CORTE DE BOBINAS,18/08/2020,,0.24,,0.82,,0.95,,0.19,1.70,8.00,,0.20,,40.00,,,3.05,30.31,0h,0,3,05,6:40,2,77,2:08,,,,,,,,0.05,,
IMPRESSÃO,18/08/2020,,0.23,,0.57,,0.98,,0.13,1680.00,2200.00,,0.13,,17072.00,,,1726.60,13192.00,0h,0,1.726,60,6:48,3,92,2,,,,,,,,0.02,,
CORTE DE A4,19/08/2020,,1.00,,1.20,,-∞,,-∞,-27.90,168.00,,1.20,,140.10,,,41.47,,0h,0,41,47,0,2,60,8:48,,,,,,∞,,0.01,,0.00
CORTE DE BOBINAS,19/08/2020,,1.00,,0.99,,0.99,,0.98,0.58,45.00,,0.99,,45.58,,,14.33,,0h,0,14,33,0,2,77,8:48,,,,,,,,0.01,,
CORTE DE A4,20/08/2020,,1.00,,1.30,,-∞,,-∞,-41.90,182.00,,1.30,,140.10,,,41.47,,0h,0,41,47,0,2,60,8:48,,,,,,∞,,0.01,,0.01
CORTE DE BOBINAS,20/08/2020,,0.89,,1.25,,1.00,,1.10,-13.33,67.00,,1.11,,60.55,,,16.87,6.88,0h,0,16,87,1,2,77,7:48,,,,,,,,0.00,,
IMPRESSÃO,20/08/2020,,0.83,,0.75,,1.00,,0.62,7116.00,21500.00,,0.62,,34496.00,,,12734.12,5880.00,0h,0,12.734,12,1:30,3,92,7:18,,,,,,,,0.00,,
